locality,region,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Tubize,Wallonie,HOUSE,HOUSE,260000,residential_sale,2,,None,No,No,Yes,,Yes,200,120,,,No,None
Ans Loncin,Wallonie,HOUSE,HOUSE,235000,residential_sale,3,34,No,No,No,Yes,30,Yes,170,160,322,2,No,TO_BE_DONE_UP
Brugge,Flanders,HOUSE,HOUSE,205000,residential_sale,3,,None,No,No,No,,No,,89,,,No,None
Hasselt,Flanders,APARTMENT,APARTMENT,278887,residential_sale,1,,None,No,No,Yes,7,No,,75,,,No,None
Herent,Flanders,APARTMENT,APARTMENT,442000,residential_sale,2,,None,No,No,Yes,113,No,,102,,,No,None
Heist-op-den-Berg Itegem,Flanders,HOUSE,HOUSE,1195000,residential_sale,5,,None,No,No,No,,No,,437,,,No,None
Geetbets,Flanders,HOUSE,HOUSE,363900,residential_sale,3,18,Yes,No,No,No,,No,,175,518,3,No,AS_NEW
Hasselt,Flanders,APARTMENT,APARTMENT,379000,residential_sale,3,34,Yes,No,No,Yes,92,No,,165,,3,No,AS_NEW
Hasselt,Flanders,APARTMENT,APARTMENT,200000,residential_sale,3,,None,No,No,No,,No,,110,,,No,None
Knokke-Heist,Flanders,APARTMENT,APARTMENT,499000,residential_sale,2,,None,No,No,Yes,,No,,,,,No,None
Hornu,Wallonie,HOUSE,HOUSE,225000,residential_sale,5,,None,No,No,Yes,12,Yes,135,265,,,No,None
Knokke-Heist,Flanders,APARTMENT,APARTMENT,499000,residential_sale,2,,None,No,No,Yes,,No,,,,,No,None
Liege,Wallonie,APARTMENT,APARTMENT,165000,residential_sale,1,,None,No,No,Yes,3,No,,50,,,No,None
La Hulpe,Wallonie,HOUSE,HOUSE,465000,residential_sale,3,23,Yes,Yes,No,Yes,,Yes,235,128,415,3,No,GOOD
Mol,Flanders,HOUSE,HOUSE,725000,residential_sale,5,,None,No,No,No,,No,,450,,,No,None
Beaumont,Wallonie,HOUSE,HOUSE,85000,residential_sale,3,,None,No,No,Yes,12,No,,175,,,No,None
Beaumont,Wallonie,HOUSE,HOUSE,62000,residential_sale,3,,None,No,No,Yes,12,No,,140,,,No,None
Seraing,Wallonie,HOUSE,HOUSE,395000,residential_sale,4,41,Yes,No,No,Yes,76,Yes,270,265,389,3,No,AS_NEW
Heist-aan-Zee,Flanders,HOUSE,HOUSE,665000,residential_sale,4,,None,No,No,Yes,,No,,157,,,No,None
Tervuren,Flanders,HOUSE,HOUSE,650000,residential_sale,5,,None,No,No,No,,No,,245,,,No,None
Liège,Wallonie,HOUSE,HOUSE,599000,residential_sale,7,35,No,No,No,No,,No,,400,120,,No,GOOD
Saint-Gilles,Brussels,HOUSE,HOUSE,615000,residential_sale,6,,None,No,No,No,,No,,227,,,No,None
Woluwe-Saint-Lambert,Brussels,HOUSE,HOUSE,595000,residential_sale,4,40,No,No,No,Yes,30,No,,180,93,2,No,GOOD
Bredene,Flanders,HOUSE,HOUSE,590000,residential_sale,3,,None,No,No,Yes,,No,,218,,,No,None
Ninove,Flanders,HOUSE,HOUSE,595000,residential_sale,8,45,No,No,No,Yes,70,Yes,700,400,1032,,No,GOOD
Heist-op-den-Berg,Flanders,HOUSE,HOUSE,559000,residential_sale,4,,None,No,Yes,No,,Yes,,312,,,No,None
Varsenare,Flanders,HOUSE,HOUSE,540000,residential_sale,3,,None,No,No,No,,Yes,,167,,,No,None
Kraainem,Flanders,HOUSE,HOUSE,565000,residential_sale,4,,None,No,Yes,No,,No,,180,,,No,None
Oud-Turnhout,Flanders,HOUSE,HOUSE,375000,residential_sale,3,34,No,No,No,Yes,,No,,248,488,3,No,GOOD
SINT-PAUWELS,Flanders,HOUSE,HOUSE,399000,residential_sale,3,33,No,No,Yes,Yes,36,No,,127,660,4,No,GOOD
Mechelen,Flanders,APARTMENT,APARTMENT,189000,residential_sale,2,,None,No,Yes,No,,No,,85,,,No,None
Aartselaar,Flanders,HOUSE,HOUSE,674000,residential_sale,4,,None,No,No,Yes,140,Yes,235,260,,,No,None
Willebroek,Flanders,HOUSE,HOUSE,374000,residential_sale,4,,None,No,No,Yes,12,No,,200,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,269000,residential_sale,3,,None,No,No,Yes,4,No,,115,,,No,None
Mortsel,Flanders,HOUSE,HOUSE,550000,residential_sale,4,25,No,No,Yes,Yes,20,No,,218,150,2,No,GOOD
Knokke-Heist,Flanders,HOUSE,HOUSE,949000,residential_sale,5,,None,No,No,No,,Yes,,191,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,195000,residential_sale,2,,None,No,No,Yes,7,No,,105,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,219000,residential_sale,2,,None,No,No,No,,No,,83,,,No,None
Sinaai,Flanders,HOUSE,HOUSE,959000,residential_sale,3,,None,No,No,Yes,,Yes,,319,,,Yes,None
Oosterzele,Flanders,HOUSE,HOUSE,795000,residential_sale,7,54,No,No,No,Yes,,Yes,,740,4938,,No,TO_BE_DONE_UP
Uccle,Brussels,HOUSE,HOUSE,795000,residential_sale,4,,None,No,Yes,Yes,13,Yes,,200,,,No,None
Herstal,Wallonie,HOUSE,HOUSE,750000,residential_sale,4,,None,No,Yes,Yes,50,Yes,897,407,,,No,None
REDU,Wallonie,HOUSE,HOUSE,740000,residential_sale,4,,None,Yes,Yes,Yes,,Yes,,317,,,No,None
Anderlecht,Brussels,HOUSE,HOUSE,749000,residential_sale,4,,None,No,No,Yes,,Yes,267,320,,,Yes,None
Drogenbos,Flanders,HOUSE,HOUSE,695000,residential_sale,4,60,Yes,No,Yes,Yes,25,Yes,,270,270,,No,AS_NEW
Anderlecht,Brussels,HOUSE,HOUSE,749000,residential_sale,4,,None,No,No,Yes,,Yes,267,320,,,Yes,None
Flemalle,Wallonie,HOUSE,HOUSE,165000,residential_sale,3,14,No,No,No,Yes,,Yes,550,100,715,3,No,TO_RENOVATE
Auderghem,Brussels,HOUSE,HOUSE,675000,residential_sale,4,20,No,No,No,Yes,3,Yes,48,210,173,3,No,TO_BE_DONE_UP
Lier,Flanders,APARTMENT,APARTMENT,223000,residential_sale,2,,None,No,No,No,,No,,85,,,No,None
Antwerpen Hoboken,Flanders,HOUSE,HOUSE,289000,residential_sale,2,25,No,No,No,Yes,8,Yes,38,138,132,2,No,GOOD
Oostende,Flanders,HOUSE,HOUSE,439000,residential_sale,5,,None,No,No,No,,No,,288,,,No,None
Herzele,Flanders,HOUSE,HOUSE,439000,residential_sale,3,47,Yes,No,No,No,,Yes,130,260,288,,No,AS_NEW
Musson,Wallonie,HOUSE,HOUSE,425000,residential_sale,4,,None,No,No,Yes,18,No,,159,,,No,None
Erembodegem,Flanders,HOUSE,HOUSE,425000,residential_sale,4,42,No,No,No,Yes,50,Yes,90,242,259,,No,GOOD
Beauvechain,Wallonie,HOUSE,HOUSE,425000,residential_sale,4,,None,No,No,Yes,,Yes,,293,,,No,None
Antwerp,Flanders,HOUSE,HOUSE,425000,residential_sale,7,40,No,No,Yes,No,,Yes,54,250,175,2,No,TO_BE_DONE_UP
Erembodegem,Flanders,HOUSE,HOUSE,419000,residential_sale,4,33,No,No,No,Yes,15,Yes,150,215,357,,No,AS_NEW
Oudenburg,Flanders,HOUSE,HOUSE,415000,residential_sale,6,,None,No,No,Yes,,Yes,,270,,,No,None
Maldegem,Flanders,HOUSE,HOUSE,409000,residential_sale,4,84,No,No,No,Yes,20,Yes,100,311,255,,No,GOOD
Aalst,Flanders,HOUSE,HOUSE,398000,residential_sale,3,30,No,No,No,Yes,30,Yes,60,200,230,,No,GOOD
Vielsalm,Wallonie,HOUSE,HOUSE,395000,residential_sale,3,,None,No,No,Yes,,No,,293,,,No,None
STAMBRUGES,Wallonie,HOUSE,HOUSE,395000,residential_sale,4,,None,No,Yes,Yes,,No,,155,,,No,None
Bastogne,Wallonie,HOUSE,HOUSE,399000,residential_sale,6,,None,No,No,No,,No,,350,,,No,None
De Haan,Flanders,HOUSE,HOUSE,399000,residential_sale,8,,None,No,No,No,,No,,565,,,No,None
Gembloux,Wallonie,HOUSE,HOUSE,395000,residential_sale,4,19,No,No,No,No,,Yes,3124,250,3124,,No,GOOD
Éghezée,Wallonie,HOUSE,HOUSE,395000,residential_sale,6,,None,No,No,Yes,,Yes,1333,400,,,No,None
Pepinster,Wallonie,HOUSE,HOUSE,169000,residential_sale,3,16,No,No,No,Yes,25,Yes,70,,190,2,No,GOOD
Wetteren,Flanders,HOUSE,HOUSE,389000,residential_sale,4,40,Yes,No,No,Yes,10,Yes,100,231,240,,No,GOOD
Uccle,Brussels,APARTMENT,APARTMENT,550000,residential_sale,3,,None,No,No,Yes,18,No,,170,,,No,None
Wevelgem,Flanders,HOUSE,HOUSE,380000,residential_sale,2,,None,No,No,No,,No,,281,,,No,None
Bonheiden,Flanders,HOUSE,HOUSE,420000,residential_sale,3,43,No,No,No,Yes,60,Yes,800,230,1216,4,No,GOOD
Dessel,Flanders,HOUSE,HOUSE,385000,residential_sale,4,42,No,No,No,Yes,,Yes,,192,550,,No,GOOD
Perwez,Wallonie,HOUSE,HOUSE,395000,residential_sale,6,,None,No,No,Yes,,Yes,1333,400,,,No,None
Esneux,Wallonie,HOUSE,HOUSE,165000,residential_sale,3,,None,No,No,No,,No,,150,,,No,None
Liège,Wallonie,HOUSE,HOUSE,299000,residential_sale,8,,None,No,No,Yes,30,No,,250,,,No,None
Lambermont,Wallonie,HOUSE,HOUSE,220000,residential_sale,4,,None,No,No,Yes,,Yes,193,154,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,154000,residential_sale,1,22,Yes,No,No,No,,No,,56,,2,No,GOOD
Antwerp,Flanders,APARTMENT,APARTMENT,695000,residential_sale,3,,None,No,No,Yes,15,No,,200,,,No,None
Kalmthout,Flanders,HOUSE,HOUSE,345000,residential_sale,3,,None,No,No,No,,No,,94,,,No,None
Avelgem,Flanders,HOUSE,HOUSE,500000,residential_sale,2,,None,No,Yes,Yes,10,No,,140,,,No,None
Zottegem,Flanders,HOUSE,HOUSE,499000,residential_sale,3,34,Yes,No,No,Yes,,Yes,,190,503,,No,GOOD
Brugge,Flanders,HOUSE,HOUSE,499000,residential_sale,3,,None,No,No,Yes,,Yes,,174,,,No,None
Etterbeek,Brussels,HOUSE,HOUSE,499000,residential_sale,4,,None,No,No,Yes,12,Yes,35,195,,,No,None
Dottignies,Wallonie,HOUSE,HOUSE,495000,residential_sale,3,40,Yes,No,Yes,No,,Yes,500,200,690,4,No,JUST_RENOVATED
Brugge,Flanders,HOUSE,HOUSE,495000,residential_sale,2,,None,No,No,Yes,20,No,,256,,,No,None
Bastogne,Wallonie,HOUSE,HOUSE,495000,residential_sale,4,,None,No,No,No,,No,,284,,,No,None
Ottignies-Louvain-la-Neuve,Wallonie,HOUSE,HOUSE,495000,residential_sale,7,60,No,No,No,Yes,,No,,312,731,,No,TO_RENOVATE
Komen-Waasten,Wallonie,HOUSE,HOUSE,479000,residential_sale,4,45,Yes,No,No,Yes,,No,,168,440,,No,GOOD
De Haan,Flanders,HOUSE,HOUSE,460000,residential_sale,3,,None,No,No,Yes,,Yes,,252,,,No,None
Assebroek,Flanders,HOUSE,HOUSE,470000,residential_sale,5,,None,No,No,Yes,,Yes,,230,,,Yes,None
Brugge,Flanders,HOUSE,HOUSE,460000,residential_sale,3,,None,No,No,No,,Yes,,205,,,No,None
Attert,Wallonie,HOUSE,HOUSE,460000,residential_sale,3,,None,No,No,No,,No,,141,,,No,None
Mol,Flanders,HOUSE,HOUSE,459000,residential_sale,4,50,No,No,No,Yes,,Yes,,281,450,,No,TO_BE_DONE_UP
Ingelmunster,Flanders,HOUSE,HOUSE,449500,residential_sale,5,,None,No,No,Yes,,Yes,,302,,,No,None
Rotselaar,Flanders,HOUSE,HOUSE,450000,residential_sale,4,,None,No,No,Yes,,Yes,,240,,,No,None
Ramillies,Wallonie,HOUSE,HOUSE,449000,residential_sale,3,65,Yes,No,No,Yes,,No,,232,1178,,No,AS_NEW
Anderlues,Wallonie,HOUSE,HOUSE,220000,residential_sale,3,,None,No,No,Yes,,No,,120,,,No,None
Welle,Flanders,HOUSE,HOUSE,445000,residential_sale,3,40,Yes,No,No,Yes,20,Yes,100,150,253,,No,AS_NEW
Zandhoven,Flanders,HOUSE,HOUSE,489000,residential_sale,5,,None,No,No,Yes,,Yes,130,200,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,1250000,residential_sale,2,,None,No,No,Yes,50,No,,206,,,No,None
Hechtel-Eksel,Flanders,HOUSE,HOUSE,270000,residential_sale,3,,None,No,No,Yes,,No,,130,,,No,None
Lommel,Flanders,HOUSE,HOUSE,479000,residential_sale,5,,None,No,No,Yes,,No,,290,,,No,None
Leopoldsburg,Flanders,APARTMENT,APARTMENT,179000,residential_sale,1,,None,No,No,Yes,,No,,75,,,No,None
Westerlo,Flanders,HOUSE,HOUSE,250000,residential_sale,4,,None,No,Yes,Yes,,Yes,,,,,No,None
Denderleeuw,Flanders,HOUSE,HOUSE,235000,residential_sale,3,42,No,No,No,No,,No,,155,239,2,No,TO_BE_DONE_UP
WECHELDERZANDE,Flanders,HOUSE,HOUSE,419900,residential_sale,3,,None,No,Yes,Yes,,Yes,,212,,,No,None
Puurs Ruisbroek,Flanders,HOUSE,HOUSE,380000,residential_sale,3,33,Yes,No,No,Yes,35,No,,142,0,2,No,GOOD
Olen,Flanders,HOUSE,HOUSE,490000,residential_sale,3,42,No,No,Yes,Yes,28,Yes,498,241,625,3,No,
Hamme,Flanders,HOUSE,HOUSE,299995,residential_sale,3,,None,No,Yes,No,,Yes,,140,,,No,None
Koksijde,Flanders,APARTMENT,APARTMENT,239000,residential_sale,2,,None,No,No,Yes,4,No,,80,,,No,None
Boom,Flanders,APARTMENT,APARTMENT,375000,residential_sale,3,,None,No,Yes,Yes,6,No,,115,,,No,None
Vosselaar,Flanders,APARTMENT,APARTMENT,220000,residential_sale,3,,None,No,No,Yes,2,No,,100,,,No,None
Vosselaar,Flanders,APARTMENT,APARTMENT,335000,residential_sale,4,,None,No,No,Yes,50,No,,170,,,No,None
Koekelberg,Brussels,APARTMENT,APARTMENT,219000,residential_sale,2,,None,No,Yes,No,,No,,90,,,No,None
Vosselaar,Flanders,APARTMENT,APARTMENT,235000,residential_sale,3,,None,No,No,No,,No,,108,,,No,None
Koekelberg,Brussels,HOUSE,HOUSE,335000,residential_sale,4,,None,No,Yes,No,,No,,160,,,No,None
Uccle,Brussels,APARTMENT,APARTMENT,835000,residential_sale,3,,None,No,No,Yes,10,No,,190,,,No,None
Vosselaar,Flanders,APARTMENT,APARTMENT,225000,residential_sale,3,,None,No,No,Yes,,No,,98,,,No,None
Anderlecht,Brussels,APARTMENT,APARTMENT,265000,residential_sale,2,,None,No,Yes,Yes,1,No,,85,,,No,None
MOLENBEEK-SAINT-JEAN,Brussels,APARTMENT,APARTMENT,249000,residential_sale,2,,None,No,Yes,Yes,,No,,80,,,No,None
Anderlecht,Brussels,APARTMENT,APARTMENT,359000,residential_sale,3,,None,No,Yes,Yes,4,No,,130,,,No,None
Malle,Flanders,APARTMENT,APARTMENT,339000,residential_sale,2,,None,No,No,Yes,16,No,,130,,,No,None
Sombreffe,Wallonie,HOUSE,HOUSE,325000,residential_sale,3,,None,No,Yes,Yes,,Yes,,160,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,399000,residential_sale,1,,None,No,No,Yes,10,No,,86,,,No,None
Gistel,Flanders,HOUSE,HOUSE,319000,residential_sale,5,36,No,No,No,Yes,,Yes,,288,470,,No,GOOD
Bornem,Flanders,APARTMENT,APARTMENT,325000,residential_sale,2,,None,No,No,Yes,8,No,,104,,,No,None
Grez-Doiceau,Wallonie,HOUSE,HOUSE,325000,residential_sale,4,,None,No,Yes,Yes,,No,,214,,,No,None
Mol,Flanders,HOUSE,HOUSE,319000,residential_sale,3,,None,No,No,Yes,,Yes,,216,,,No,None
Antwerp,Flanders,HOUSE,HOUSE,309000,residential_sale,2,17,No,No,No,No,,No,,125,32,,No,GOOD
Oostende,Flanders,HOUSE,HOUSE,315000,residential_sale,4,,None,No,No,Yes,,No,,152,,,No,None
Zeebrugge,Flanders,HOUSE,HOUSE,315000,residential_sale,3,,None,No,No,Yes,,No,,225,,,No,None
Trazegnies,Wallonie,HOUSE,HOUSE,99000,residential_sale,2,16,No,No,No,No,,No,,102,300,2,No,TO_RENOVATE
Mechelen,Flanders,APARTMENT,APARTMENT,275000,residential_sale,3,,None,No,Yes,No,,Yes,,175,,,No,None
Gembloux,Wallonie,HOUSE,HOUSE,300000,residential_sale,3,40,No,No,No,Yes,12,No,,248,646,,No,GOOD
Grâce-Hollogne,Wallonie,HOUSE,HOUSE,299000,residential_sale,3,26,Yes,No,No,No,,No,,158,687,,No,GOOD
Blankenberge,Flanders,HOUSE,HOUSE,299000,residential_sale,4,,None,Yes,No,Yes,,No,,183,,,No,None
Brugge,Flanders,HOUSE,HOUSE,375000,residential_sale,3,,None,No,Yes,No,,No,,308,,,No,None
Leuven,Flanders,HOUSE,HOUSE,375000,residential_sale,3,,None,No,No,No,,Yes,,145,,,No,None
Flémalle,Wallonie,HOUSE,HOUSE,299000,residential_sale,3,50,No,No,No,Yes,24,No,,151,1656,,No,GOOD
Ellezelles,Wallonie,HOUSE,HOUSE,298000,residential_sale,3,,None,No,Yes,Yes,,No,,210,,,No,None
Affligem,Flanders,HOUSE,HOUSE,374000,residential_sale,3,35,No,No,No,Yes,15,Yes,100,145,212,,No,GOOD
Gistel,Flanders,HOUSE,HOUSE,369000,residential_sale,3,34,Yes,No,No,Yes,,Yes,,150,349,,No,AS_NEW
Gembloux,Wallonie,HOUSE,HOUSE,369000,residential_sale,5,28,No,No,No,No,,No,,313,827,,No,GOOD
Zottegem,Flanders,HOUSE,HOUSE,295000,residential_sale,3,36,No,No,No,Yes,,Yes,,125,1866,,No,TO_RENOVATE
Oostende,Flanders,HOUSE,HOUSE,295000,residential_sale,3,37,Yes,No,No,Yes,,Yes,,144,111,,No,AS_NEW
Ieper,Flanders,HOUSE,HOUSE,368000,residential_sale,3,38,No,No,No,No,,Yes,160,218,262,,No,TO_BE_DONE_UP
Gembloux,Wallonie,HOUSE,HOUSE,295000,residential_sale,2,39,No,No,No,No,,No,,228,1561,,No,TO_RENOVATE
Lievegem,Flanders,HOUSE,HOUSE,290000,residential_sale,4,,None,No,No,Yes,,Yes,,204,,,No,None
Tienen,Flanders,HOUSE,HOUSE,365000,residential_sale,4,,None,No,No,Yes,,Yes,,160,,,No,None
Bastogne,Wallonie,HOUSE,HOUSE,365000,residential_sale,3,,None,No,No,No,,No,,224,,,No,None
Harelbeke,Flanders,HOUSE,HOUSE,360000,residential_sale,3,,None,No,No,Yes,,No,,153,,,No,None
Oostende,Flanders,HOUSE,HOUSE,289000,residential_sale,4,,None,No,No,Yes,,No,,146,,,No,None
Clavier,Wallonie,HOUSE,HOUSE,289000,residential_sale,2,,None,No,Yes,No,,Yes,,120,,,No,None
Aalst,Flanders,HOUSE,HOUSE,289000,residential_sale,3,32,No,No,No,Yes,25,No,,211,350,,No,GOOD
Molenbeek-Saint-Jean,Brussels,HOUSE,HOUSE,355000,residential_sale,4,23,No,No,No,No,,No,,185,0,2,No,GOOD
Herzele,Flanders,HOUSE,HOUSE,349000,residential_sale,4,45,Yes,No,No,Yes,50,Yes,300,150,468,,No,GOOD
Sombreffe,Wallonie,HOUSE,HOUSE,287000,residential_sale,4,30,No,No,No,Yes,20,Yes,1820,165,1820,,No,GOOD
Bredene,Flanders,HOUSE,HOUSE,349000,residential_sale,4,,None,No,No,Yes,,No,,163,,,No,None
Kruisem,Flanders,HOUSE,HOUSE,339000,residential_sale,3,25,No,Yes,No,Yes,27,No,,160,119,,No,AS_NEW
Aalst,Flanders,HOUSE,HOUSE,285000,residential_sale,3,35,No,Yes,No,Yes,15,Yes,300,150,472,,No,TO_BE_DONE_UP
Aalst,Flanders,HOUSE,HOUSE,285000,residential_sale,3,35,No,No,No,Yes,15,Yes,100,190,170,,No,TO_RENOVATE
Vaux-et-Borset,Wallonie,HOUSE,HOUSE,349000,residential_sale,4,,None,No,No,Yes,,No,,220,,,No,None
Aalst,Flanders,HOUSE,HOUSE,339000,residential_sale,3,27,No,No,No,Yes,,Yes,,190,150,,No,AS_NEW
Ieper,Flanders,HOUSE,HOUSE,285000,residential_sale,4,18,No,No,No,No,,Yes,,150,130,,No,GOOD
Hoegaarden,Flanders,HOUSE,HOUSE,339000,residential_sale,3,38,Yes,No,No,No,,Yes,,162,348,,No,AS_NEW
Roeselare,Flanders,HOUSE,HOUSE,285000,residential_sale,3,32,No,No,No,Yes,,Yes,,237,198,,No,GOOD
Oostende,Flanders,HOUSE,HOUSE,285000,residential_sale,6,54,No,No,No,Yes,,Yes,,230,220,,No,GOOD
Outrijve,Flanders,HOUSE,HOUSE,285000,residential_sale,3,,None,No,Yes,Yes,,No,,140,,,No,None
Avelgem,Flanders,HOUSE,HOUSE,285000,residential_sale,3,,None,No,Yes,Yes,,No,,140,,,No,None
Avelgem,Flanders,HOUSE,HOUSE,335000,residential_sale,2,,None,No,Yes,Yes,10,No,,140,,,No,None
Aalst,Flanders,HOUSE,HOUSE,329000,residential_sale,3,26,No,No,No,No,,Yes,30,160,110,,No,GOOD
Avelgem,Flanders,HOUSE,HOUSE,335000,residential_sale,2,,None,No,Yes,Yes,10,No,,140,,,No,None
Wingene,Flanders,HOUSE,HOUSE,329000,residential_sale,3,,None,No,No,Yes,,No,,255,,,No,None
Oostende,Flanders,HOUSE,HOUSE,325000,residential_sale,4,32,Yes,No,No,Yes,16,No,,182,75,,No,AS_NEW
MOLENBEEK-SAINT-JEAN,Brussels,APARTMENT,APARTMENT,259000,residential_sale,2,,None,No,Yes,No,,No,,95,,,No,None
Jette,Brussels,APARTMENT,APARTMENT,210000,residential_sale,2,,None,No,Yes,Yes,12,Yes,,75,,,No,None
BRUXELLES,Brussels,APARTMENT,APARTMENT,318000,residential_sale,2,,None,No,Yes,No,,No,,95,,,No,None
SAINT-JOSSE-TEN-NOODE,Brussels,HOUSE,HOUSE,455000,residential_sale,5,30,No,No,Yes,No,,No,,180,0,2,No,TO_BE_DONE_UP
MOLENBEEK-SAINT-JEAN,Brussels,APARTMENT,APARTMENT,318000,residential_sale,2,,None,No,Yes,No,,No,,95,,,No,None
SINT-STEVENS-WOLUWE,Flanders,APARTMENT,APARTMENT,239000,residential_sale,2,,None,No,Yes,Yes,19,No,,70,,,No,None
Brugge,Flanders,HOUSE,HOUSE,224900,residential_sale,4,,None,No,No,No,,Yes,8,125,,,No,None
Etterbeek,Brussels,APARTMENT,APARTMENT,845000,residential_sale,2,,None,No,Yes,Yes,3,No,,186,,,No,None
Ganshoren,Brussels,HOUSE,HOUSE,599000,residential_sale,4,,None,No,No,No,,No,,241,,,No,None
Blankenberge,Flanders,APARTMENT,APARTMENT,269000,residential_sale,2,,None,No,No,No,,No,,98,,,No,None
Blankenberge,Flanders,APARTMENT,APARTMENT,269000,residential_sale,2,,None,No,No,No,,No,,92,,,No,None
Tubize,Wallonie,HOUSE,HOUSE,350000,residential_sale,3,32,Yes,No,No,Yes,,Yes,270,174,352,3,No,TO_BE_DONE_UP
Tubize,Wallonie,HOUSE,HOUSE,369000,residential_sale,4,,None,No,No,Yes,,No,,130,,,No,None
Blankenberge,Flanders,HOUSE,HOUSE,280000,residential_sale,9,18,No,No,No,No,,No,,295,100,,No,GOOD
Houtain-le-Val,Wallonie,HOUSE,HOUSE,325000,residential_sale,3,30,No,No,No,Yes,,Yes,579,140,680,4,No,GOOD
©caussinnes,Wallonie,HOUSE,HOUSE,160000,residential_sale,3,33,No,No,No,No,,No,,120,151,4,No,TO_RENOVATE
Maarkedal,Flanders,HOUSE,HOUSE,279500,residential_sale,3,,None,No,Yes,Yes,,Yes,,160,,,No,None
Oostende,Flanders,HOUSE,HOUSE,275000,residential_sale,3,,None,No,No,No,,No,,121,,,No,None
Putte,Flanders,HOUSE,HOUSE,279000,residential_sale,4,,None,No,Yes,Yes,,No,,174,,,No,None
Jodoigne,Wallonie,HOUSE,HOUSE,279000,residential_sale,3,34,No,No,No,No,,Yes,7,135,679,,No,GOOD
Gembloux,Wallonie,HOUSE,HOUSE,279000,residential_sale,4,32,No,No,No,No,,Yes,1326,212,1326,,No,TO_BE_DONE_UP
Poperinge,Flanders,HOUSE,HOUSE,269000,residential_sale,4,34,No,No,No,Yes,7,Yes,,186,291,,No,TO_BE_DONE_UP
Oudenburg,Flanders,HOUSE,HOUSE,269000,residential_sale,3,25,No,No,No,Yes,,No,,141,428,,No,GOOD
Namur,Wallonie,HOUSE,HOUSE,269000,residential_sale,3,27,No,No,No,Yes,16,Yes,518,130,518,,No,GOOD
Gistel,Flanders,HOUSE,HOUSE,269000,residential_sale,4,40,No,No,No,Yes,,Yes,,177,364,,No,GOOD
Oudenaarde,Flanders,HOUSE,HOUSE,265000,residential_sale,3,,None,No,Yes,Yes,,No,,200,,,No,None
Bredene,Flanders,HOUSE,HOUSE,259000,residential_sale,3,28,Yes,No,No,Yes,,No,,106,167,,No,AS_NEW
Hannut,Wallonie,HOUSE,HOUSE,269000,residential_sale,4,39,No,No,No,No,,No,,270,871,,No,TO_RENOVATE
Oostende,Flanders,HOUSE,HOUSE,259000,residential_sale,3,18,Yes,No,No,Yes,,No,,189,121,,No,AS_NEW
Liège,Wallonie,HOUSE,HOUSE,260000,residential_sale,3,,None,No,Yes,No,,No,,120,,,No,None
Oudenaarde,Flanders,HOUSE,HOUSE,265000,residential_sale,3,35,No,No,No,Yes,,No,,130,96,,No,GOOD
WEZ-VELVAIN,Wallonie,HOUSE,HOUSE,256000,residential_sale,4,30,No,No,Yes,No,,No,,150,698,,No,GOOD
Brugge,Flanders,HOUSE,HOUSE,255000,residential_sale,3,,None,No,No,No,,Yes,,88,,,No,None
Roeselare,Flanders,HOUSE,HOUSE,250000,residential_sale,3,32,No,No,No,Yes,,No,,126,213,,No,GOOD
Oostende,Flanders,HOUSE,HOUSE,250000,residential_sale,3,,None,No,No,Yes,,No,,145,,,No,None
Aalst,Flanders,HOUSE,HOUSE,249000,residential_sale,3,25,No,No,No,No,,Yes,45,150,140,,No,GOOD
Aalst,Flanders,HOUSE,HOUSE,249000,residential_sale,3,25,No,No,No,No,,Yes,45,150,140,,No,GOOD
Hoboken,Flanders,HOUSE,HOUSE,249950,residential_sale,4,,None,No,Yes,No,,Yes,738,177,,,No,None
Éghezée,Wallonie,HOUSE,HOUSE,249000,residential_sale,3,17,No,No,No,Yes,,Yes,176,218,176,,No,GOOD
Halen,Flanders,HOUSE,HOUSE,250000,residential_sale,3,,None,No,No,No,,No,,168,,,No,None
Ingelmunster,Flanders,HOUSE,HOUSE,249000,residential_sale,3,,None,No,No,Yes,,Yes,,408,,,No,None
Tienen,Flanders,HOUSE,HOUSE,140000,residential_sale,2,35,No,No,No,No,,No,,103,130,2,No,TO_RENOVATE
Londerzeel,Flanders,HOUSE,HOUSE,530000,residential_sale,3,,None,No,No,Yes,,No,,370,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,179000,residential_sale,2,,None,No,No,No,,No,,81,,,No,None
Aalter Bellem,Flanders,HOUSE,HOUSE,324000,residential_sale,5,,None,No,No,Yes,,Yes,784,240,,,No,None
Schoten,Flanders,HOUSE,HOUSE,299000,residential_sale,3,50,Yes,No,No,No,,No,,132,183,2,No,
Antwerp,Flanders,HOUSE,HOUSE,549000,residential_sale,3,30,No,No,No,Yes,,Yes,40,160,120,2,No,
