locality,postal_code,region,construction_year,energy_class,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Hastière,5540,Wallonie,,None,HOUSE,COUNTRY_COTTAGE,55000,residential_sale,1,,None,0,0,0,,1,528,48,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,LOFT,900000,residential_sale,0,,None,0,0,1,33,0,,378,,,0,None
MOUSCRON,7700,Wallonie,,C,HOUSE,HOUSE,265000,residential_sale,4,30,0,0,0,1,25,1,75,182,100,2,0,GOOD
Brugge,8000,Flanders,,None,APARTMENT,APARTMENT,199000,residential_sale,2,,None,0,0,1,,0,,85,,,0,None
Mechelen,2800,Flanders,,None,HOUSE,HOUSE,470000,residential_sale,3,,None,0,0,1,,0,,121,,,0,None
Izegem,8870,Flanders,,None,APARTMENT,APARTMENT,310000,residential_sale,2,,None,0,0,1,8,0,,83,,,0,None
Heuvelland,8950,Flanders,,None,HOUSE,HOUSE,324600,residential_sale,3,,None,0,0,1,,0,,115,,,0,None
Berchem-Sainte-Agathe,1082,Brussels,,None,APARTMENT,APARTMENT,200000,residential_sale,1,,None,0,0,1,,0,,85,,,0,None
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,420000,residential_sale,2,,None,0,0,1,25,0,,105,,,0,None
Torhout,8820,Flanders,,None,HOUSE,HOUSE,340000,residential_sale,3,,None,0,0,1,,1,,147,,,0,None
Psychiko,154 52,,,None,HOUSE,HOUSE,1000000,residential_sale,2,,None,1,0,0,,0,,150,,,0,None
Buggenhout,9255,Flanders,,None,HOUSE,HOUSE,425000,residential_sale,3,,None,0,0,1,,0,,205,,,0,None
Ivoz-Ramet,4400,Wallonie,,None,HOUSE,HOUSE,349000,residential_sale,4,,None,0,0,1,16,1,600,,,,0,None
Westende,8434,Flanders,1975,E,APARTMENT,APARTMENT,169500,residential_sale,1,15,0,1,0,0,,0,,42,,,0,AS_NEW
Borgloon,3840,Flanders,,None,HOUSE,HOUSE,165000,residential_sale,3,,None,0,1,1,33,0,,146,,,0,None
Mechelen,2801,Flanders,,None,HOUSE,HOUSE,550000,residential_sale,3,,None,0,0,0,,0,,210,,,0,None
Merchtem,1785,Flanders,,None,HOUSE,HOUSE,549000,residential_sale,3,,None,0,0,1,,0,,234,,,0,None
Tubize,1480,Wallonie,,None,APARTMENT,DUPLEX,249000,residential_sale,2,,None,0,0,0,,0,,110,,,0,None
Ranst,2520,Flanders,,None,HOUSE,HOUSE,680000,residential_sale,4,,None,0,1,1,20,1,434,190,,,0,None
Turnhout,2300,Flanders,,None,APARTMENT,APARTMENT,165000,residential_sale,2,,None,0,0,1,5,0,,70,,,0,None
Heusden-Zolder,3550,Flanders,,None,HOUSE,HOUSE,599000,residential_sale,5,,None,0,0,0,,0,,284,,,0,None
SINT-TRUIDEN,3806,Flanders,,None,HOUSE,HOUSE,345000,residential_sale,3,,None,0,1,1,,0,,171,,,0,None
Deurne,2100,Flanders,,None,APARTMENT,APARTMENT,169000,residential_sale,2,,None,0,0,1,6,0,,,,,0,None
Hasselt,3500,Flanders,,None,HOUSE,HOUSE,315000,residential_sale,0,,None,0,0,0,,0,,162,,,0,None
La Hulpe,1310,Wallonie,,None,HOUSE,HOUSE,930000,residential_sale,3,,None,0,0,1,,0,,267,,,0,None
Schaerbeek,1030,Brussels,,None,HOUSE,APARTMENT_BLOCK,650000,residential_sale,10,,None,0,0,0,,0,,370,,,0,None
Grez-Doiceau,1390,Wallonie,,None,HOUSE,HOUSE,1850000,residential_sale,2,,None,0,0,1,,0,,356,,,0,None
Heist-aan-Zee,8301,Flanders,,None,APARTMENT,APARTMENT,319000,residential_sale,2,,None,0,0,1,,0,,76,,,0,None
Heist-aan-Zee,8301,Flanders,,None,HOUSE,HOUSE,249000,residential_sale,3,,None,0,0,1,,1,,156,,,0,None
Bissegem,8501,Flanders,,None,APARTMENT,APARTMENT,149000,residential_sale,1,,None,0,0,0,,1,65,55,,,0,None
Ittre,1460,Wallonie,,None,HOUSE,HOUSE,280000,residential_sale,5,,None,0,0,1,,1,320,205,,,0,None
Deurne,2100,Flanders,,None,APARTMENT,APARTMENT,175000,residential_sale,2,,None,0,0,1,6,0,,98,,,0,None
Menen,8930,Flanders,,None,HOUSE,HOUSE,220000,residential_sale,4,,None,0,0,0,,1,45,185,,,0,None
Heist-op-den-Berg,2223,Flanders,,None,APARTMENT,DUPLEX,339000,residential_sale,2,,None,0,0,1,14,0,,105,,,0,None
Ransberg,3470,Flanders,,None,HOUSE,HOUSE,399000,residential_sale,4,,None,0,0,0,,0,,212,,,0,None
Blanden,3052,Flanders,,None,HOUSE,HOUSE,599000,residential_sale,4,,None,0,0,0,,0,,180,,,0,None
Courcelles,6180,Wallonie,,None,HOUSE,HOUSE,179900,residential_sale,3,,None,0,0,1,30,1,115,,,,0,None
Gilly,6060,Wallonie,,None,APARTMENT,APARTMENT,185000,residential_sale,2,,None,0,0,0,,1,,89,,,0,None
Oud-Turnhout,2360,Flanders,,None,HOUSE,HOUSE,385000,residential_sale,3,,None,0,0,1,,0,,170,,,0,None
Antwerp,2060,Flanders,,None,HOUSE,HOUSE,265000,residential_sale,4,,None,0,1,0,,0,,115,,,0,None
Ouffet,4590,Wallonie,,None,APARTMENT,DUPLEX,189000,residential_sale,2,,None,0,1,1,15,1,70,105,,,0,None
Leuven,3000,Flanders,,None,APARTMENT,APARTMENT,472500,residential_sale,3,,None,0,1,1,,0,,115,,,0,None
Roeselare,8800,Flanders,,None,HOUSE,HOUSE,650500,residential_sale,4,,None,0,0,1,,0,,226,,,0,None
Charleroi Jumet,6040,Wallonie,,None,HOUSE,HOUSE,180000,residential_sale,3,,None,0,0,1,,0,,,,,0,None
Assebroek,8310,Flanders,,None,APARTMENT,APARTMENT,239000,residential_sale,2,,None,0,0,1,,0,,90,,,0,None
Erpe-Mere,9420,Flanders,,None,HOUSE,HOUSE,479000,residential_sale,5,,None,0,0,1,,0,,245,,,0,None
Etterbeek,1040,Brussels,,None,APARTMENT,APARTMENT,375000,residential_sale,2,,None,0,1,1,,0,,90,,,0,None
Charleroi Jumet,6040,Wallonie,,None,HOUSE,HOUSE,165000,residential_sale,2,,None,0,0,0,,1,260,,,,0,None
Rumes,7610,Wallonie,,None,HOUSE,HOUSE,260000,residential_sale,3,,None,0,1,0,,0,,,,,0,None
Belsele (Sint-Niklaas),9111,Flanders,,None,HOUSE,HOUSE,519000,residential_sale,3,,None,0,0,1,,0,,176,,,0,None
Hoegaarden,3320,Flanders,,C,HOUSE,HOUSE,360000,residential_sale,3,38,1,0,0,1,,0,,200,382,2,0,GOOD
Neufchateau,6840,Wallonie,,None,HOUSE,APARTMENT_BLOCK,229000,residential_sale,4,,None,0,0,1,68,1,297,228,,,0,None
Seneffe,7180,Wallonie,,C,HOUSE,HOUSE,380000,residential_sale,3,38,0,0,0,1,12,0,,130,720,4,0,
Charleroi Roux,6044,Wallonie,,None,HOUSE,HOUSE,190000,residential_sale,3,,None,0,0,1,25,1,150,132,,,0,None
Uccle,1180,Brussels,1968,G,APARTMENT,PENTHOUSE,260000,residential_sale,1,25,0,0,0,1,25,0,,55,,2,0,GOOD
Dendermonde,9200,Flanders,,None,HOUSE,HOUSE,185000,residential_sale,5,,None,0,0,1,,0,,160,,,0,None
De Haan,8420,Flanders,,None,HOUSE,HOUSE,349000,residential_sale,4,,None,0,0,1,,0,,140,,,0,None
Bruxelles,1020,Brussels,1913,D,HOUSE,HOUSE,460000,residential_sale,4,17,0,0,0,1,,0,,210,225,2,0,GOOD
Courcelles,6180,Wallonie,1899,F,HOUSE,HOUSE,269900,residential_sale,2,20,0,0,0,1,10,1,1650,140,1810,3,0,GOOD
Ganshoren,1083,Brussels,1979,D,APARTMENT,APARTMENT,239000,residential_sale,2,37,0,0,1,1,7,0,,98,,2,0,GOOD
Antwerp,2100,Flanders,1973,C,APARTMENT,APARTMENT,199000,residential_sale,2,35,0,0,0,1,4,0,,100,,3,0,
Ronse,9600,Flanders,1960,B,HOUSE,HOUSE,277500,residential_sale,3,36,0,0,0,1,12,1,100,142,110,2,0,AS_NEW
Deerlijk,8540,Flanders,,None,HOUSE,HOUSE,295000,residential_sale,2,,None,0,0,1,,0,,93,,,0,None
La Louviere,7100,Wallonie,1950,E,HOUSE,HOUSE,249999,residential_sale,3,29,0,0,0,1,,0,,153,936,4,0,GOOD
BAMBRUGGE,9420,Flanders,,None,HOUSE,HOUSE,492188,residential_sale,4,,None,0,1,0,,0,,205,,,0,None
Wenduine,8420,Flanders,,None,APARTMENT,APARTMENT,149000,residential_sale,1,,None,0,0,0,,0,,54,,,0,None
Dilbeek,1700,Flanders,1899,C,HOUSE,COUNTRY_COTTAGE,579000,residential_sale,3,40,0,0,0,1,,0,,300,2910,4,0,GOOD
Gembloux,5030,Wallonie,,G,APARTMENT,APARTMENT,130000,residential_sale,1,29,0,0,0,0,,0,,57,,2,0,GOOD
Ronse,9600,Flanders,1900,F,HOUSE,HOUSE,139500,residential_sale,3,14,0,0,0,1,10,1,600,100,760,2,0,TO_RENOVATE
Woluwe-Saint-Pierre,1150,Brussels,,None,HOUSE,TOWN_HOUSE,695000,residential_sale,4,,None,0,0,1,18,1,75,188,,,0,None
Kortrijk,8500,Flanders,,None,HOUSE,HOUSE,255000,residential_sale,2,,None,0,0,0,,0,,112,,,0,None
Etterbeek,1040,Brussels,,None,HOUSE,HOUSE,3850000,residential_sale,5,,None,0,0,1,60,0,,737,,,0,None
Ixelles,1050,Brussels,,None,APARTMENT,PENTHOUSE,1980000,residential_sale,4,,None,0,0,1,95,0,,345,,,0,None
MÉLIN,1370,Wallonie,,None,HOUSE,HOUSE,599000,residential_sale,5,,None,0,1,0,,1,,263,,,0,None
Knokke-Heist,8300,Flanders,,None,APARTMENT,APARTMENT,1995000,residential_sale,4,,None,1,0,1,9,0,,128,,,0,None
SCLAYN,5300,Wallonie,1963,E,HOUSE,HOUSE,249000,residential_sale,2,32,0,0,1,1,12,1,550,120,675,4,0,AS_NEW
Merksem,2170,Flanders,,None,HOUSE,TOWN_HOUSE,375000,residential_sale,3,,None,0,0,1,8,1,120,200,,,0,None
De Panne,8660,Flanders,,None,APARTMENT,APARTMENT,103000,residential_sale,1,,None,1,0,0,,0,,,,,0,None
Bruxelles  1,1000,Brussels,,,HOUSE,HOUSE,880000,residential_sale,5,25,0,0,0,1,,1,100,200,0,2,0,
Koekelberg,1081,Brussels,,None,APARTMENT,APARTMENT,185000,residential_sale,1,,None,0,0,1,,1,23,66,,,0,None
Knokke-Heist,8300,Flanders,2002,E,APARTMENT,DUPLEX,675000,residential_sale,2,25,1,0,0,1,15,0,,100,,2,0,TO_BE_DONE_UP
Nieuwpoort,8620,Flanders,,C,APARTMENT,APARTMENT,215000,residential_sale,1,20,1,0,0,1,4,0,,50,,,0,AS_NEW
BRUXELLES,1000,Brussels,,None,APARTMENT,APARTMENT,490000,residential_sale,2,,None,0,1,0,,0,,120,,,0,None
Braine-l'Alleud,1420,Wallonie,1899,D,APARTMENT,APARTMENT,230000,residential_sale,2,22,1,0,0,1,25,1,30,107,,4,0,GOOD
Knokke-Heist,8300,Flanders,2002,B,APARTMENT,APARTMENT,460000,residential_sale,2,25,1,0,0,1,3,0,,72,,2,0,TO_BE_DONE_UP
Ixelles,1050,Brussels,,None,APARTMENT,APARTMENT,300000,residential_sale,2,,None,0,0,1,,0,,71,,,0,None
Bois-de-Lessines,7866,Wallonie,1972,G,HOUSE,HOUSE,230000,residential_sale,4,44,0,0,0,0,,1,,178,817,4,0,GOOD
Brugge,8000,Flanders,,None,APARTMENT,APARTMENT,298000,residential_sale,0,,None,0,0,0,,0,,,,,0,None
Gonrieux,5660,Wallonie,,None,HOUSE,HOUSE,175000,residential_sale,2,,None,0,0,1,3,1,100,90,,,0,None
Anderlecht,1070,Brussels,,None,APARTMENT,LOFT,560000,residential_sale,3,,None,0,1,0,,0,,150,,,0,None
Kortrijk,8500,Flanders,,None,HOUSE,HOUSE,385000,residential_sale,2,,None,0,1,1,,0,,150,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,,None,APARTMENT,APARTMENT,190000,residential_sale,2,,None,0,0,1,8,0,,78,,,0,None
Marchienne-au-Pont,6030,Wallonie,,None,HOUSE,APARTMENT_BLOCK,299000,residential_sale,4,,None,0,0,0,,1,135,156,,,0,None
Zaventem,1930,Flanders,1970,D,APARTMENT,APARTMENT,299000,residential_sale,2,30,0,0,0,1,6,0,,78,,,0,AS_NEW
Uccle,1180,Brussels,,None,APARTMENT,FLAT_STUDIO,159000,residential_sale,1,,None,1,0,0,,0,,29,,,0,None
Anderlecht,1070,Brussels,,None,APARTMENT,LOFT,530000,residential_sale,3,,None,0,1,0,,0,,159,,,0,None
De Panne,8660,Flanders,,None,APARTMENT,FLAT_STUDIO,152500,residential_sale,0,,None,0,0,0,,0,,31,,,0,None
Gonrieux,5660,Wallonie,,B,HOUSE,HOUSE,260000,residential_sale,4,38,0,0,0,1,17,1,900,189,1143,2,0,JUST_RENOVATED
Ronse,9600,Flanders,,None,HOUSE,HOUSE,265000,residential_sale,4,,None,0,0,1,20,1,82,168,,,0,None
Dendermonde,9200,Flanders,,C,HOUSE,HOUSE,299000,residential_sale,2,36,0,0,0,1,,1,504,190,577,2,0,GOOD
Gilly,6060,Wallonie,,None,HOUSE,APARTMENT_BLOCK,220000,residential_sale,5,,None,0,0,1,,1,238,185,,,0,None
Aalst,9320,Flanders,1981,,HOUSE,TOWN_HOUSE,340000,residential_sale,3,27,0,0,1,0,,0,,181,377,3,0,GOOD
De Panne,8660,Flanders,,None,HOUSE,HOUSE,525000,residential_sale,4,,None,1,0,0,,0,,254,,,0,None
Beveren-Leie,8791,Flanders,,None,HOUSE,HOUSE,349000,residential_sale,3,,None,0,0,0,,1,,236,,,0,None
Ixelles,1050,Brussels,,None,APARTMENT,APARTMENT,3324000,residential_sale,3,,None,0,0,1,161,0,,308,,,0,None
Etterbeek,1040,Brussels,,None,APARTMENT,APARTMENT,195000,residential_sale,1,,None,0,0,0,,0,,41,,,0,None
Herstal,4040,Wallonie,1899,E,HOUSE,HOUSE,164000,residential_sale,4,25,0,0,0,1,80,0,,167,90,3,0,GOOD
Vilvoorde,1800,Flanders,,None,APARTMENT,DUPLEX,299000,residential_sale,3,,None,0,0,1,9,0,,148,,,0,None
Ixelles,1050,Brussels,2023,A,APARTMENT,APARTMENT,1295000,residential_sale,3,54,1,0,0,1,28,0,,163,,2,0,AS_NEW
Sint-Pieters-Woluwe,1150,Brussels,,None,APARTMENT,APARTMENT,285000,residential_sale,1,,None,0,0,0,,0,,70,,,0,None
Gavere,9890,Flanders,2021,A,APARTMENT,GROUND_FLOOR,351000,residential_sale,3,29,1,0,0,1,15,0,,113,,4,0,AS_NEW
Dendermonde,9200,Flanders,,C,HOUSE,HOUSE,369000,residential_sale,2,36,0,0,0,1,,1,504,190,757,2,0,GOOD
De Panne,8660,Flanders,,None,APARTMENT,APARTMENT,170000,residential_sale,2,,None,0,0,0,,0,,98,,,0,None
Seraing,4100,Wallonie,1918,F,HOUSE,HOUSE,149000,residential_sale,2,14,0,0,0,1,,1,25,105,105,2,0,GOOD
Ixelles,1050,Brussels,,None,HOUSE,HOUSE,950000,residential_sale,5,,None,0,0,0,,0,,437,,,0,None
Bruxelles,1000,Brussels,1905,C,APARTMENT,DUPLEX,299000,residential_sale,2,25,0,0,0,0,,0,,82,,2,0,GOOD
Ixelles,1050,Brussels,2023,A,APARTMENT,APARTMENT,1275000,residential_sale,3,54,1,0,0,1,28,0,,163,,2,0,AS_NEW
Waregem,8790,Flanders,,None,APARTMENT,APARTMENT,415000,residential_sale,2,,None,0,1,1,25,0,,120,,,0,None
Ixelles,1050,Brussels,,None,APARTMENT,APARTMENT,635000,residential_sale,3,,None,0,0,1,8,0,,123,,,0,None
Gavere,9890,Flanders,2021,A,APARTMENT,GROUND_FLOOR,335000,residential_sale,2,30,1,0,0,1,10,0,,111,,4,0,AS_NEW
Leuven,3000,Flanders,,None,APARTMENT,FLAT_STUDIO,145000,residential_sale,0,,None,0,0,1,4,0,,28,,,0,None
Ixelles,1050,Brussels,2023,A,APARTMENT,APARTMENT,1245000,residential_sale,3,54,1,0,0,1,28,0,,163,,2,0,AS_NEW
Sint-Gillis,1060,Brussels,,None,APARTMENT,APARTMENT,590000,residential_sale,2,,None,0,0,0,,0,,92,,,0,None
Schaerbeek,1030,Brussels,1910,D,HOUSE,APARTMENT_BLOCK,869000,residential_sale,0,35,1,0,0,1,10,0,,350,200,2,0,GOOD
Rixensart,1330,Wallonie,,None,APARTMENT,APARTMENT,280000,residential_sale,1,,None,0,0,1,,0,,70,,,0,None
Borgerhout,2140,Flanders,1938,D,APARTMENT,DUPLEX,375000,residential_sale,3,59,0,0,1,1,18,0,,191,,2,0,GOOD
Wilrijk,2610,Flanders,1957,B,APARTMENT,APARTMENT,369000,residential_sale,3,40,0,0,1,1,4,0,,128,,2,0,JUST_RENOVATED
Ixelles,1050,Brussels,2023,A,APARTMENT,DUPLEX,1350000,residential_sale,3,46,1,0,0,1,28,1,250,163,,2,0,AS_NEW
Blankenberge,8370,Flanders,,None,APARTMENT,APARTMENT,425000,residential_sale,2,,None,1,1,1,,0,,72,,,0,None
Gavere,9890,Flanders,2021,A,APARTMENT,GROUND_FLOOR,265000,residential_sale,1,29,1,0,0,1,11,0,,86,,4,0,AS_NEW
Bredene,8450,Flanders,,None,HOUSE,HOUSE,324000,residential_sale,3,,None,0,0,0,,0,,,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,APARTMENT,1050000,residential_sale,3,,None,0,1,0,,0,,230,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,APARTMENT,330000,residential_sale,2,,None,0,0,1,6,0,,99,,,0,None
Gavere,9890,Flanders,2021,A,APARTMENT,GROUND_FLOOR,261000,residential_sale,1,27,1,0,0,1,11,0,,85,,4,0,AS_NEW
Berchem,2600,Flanders,1957,B,APARTMENT,APARTMENT,369000,residential_sale,3,40,0,0,1,1,4,0,,128,,2,0,JUST_RENOVATED
Halle,1500,Flanders,,None,APARTMENT,APARTMENT,184000,residential_sale,1,,None,0,1,0,,0,,,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,APARTMENT,780000,residential_sale,5,,None,0,0,1,22,0,,267,,,0,None
Zwijnaarde,9052,Flanders,,None,APARTMENT,DUPLEX,354000,residential_sale,4,,None,0,0,1,26,0,,156,,,0,None
Waregem,8790,Flanders,,None,APARTMENT,APARTMENT,225000,residential_sale,2,,None,0,1,1,,0,,101,,,0,None
Oudenburg,8460,Flanders,,None,HOUSE,HOUSE,347000,residential_sale,4,,None,0,0,0,,0,,,,,0,None
Lint,2547,Flanders,,None,HOUSE,HOUSE,365000,residential_sale,3,,None,0,0,1,,0,,150,,,0,None
Antwerp,2140,Flanders,,None,HOUSE,HOUSE,320000,residential_sale,3,,None,0,0,1,,0,,116,,,0,None
Gavere,9890,Flanders,2021,A,APARTMENT,GROUND_FLOOR,258500,residential_sale,1,30,1,0,0,1,10,0,,76,,4,0,AS_NEW
Deinze,9800,Flanders,2023,,APARTMENT,APARTMENT,420000,residential_sale,2,14,1,0,0,1,29,1,,82,,,0,AS_NEW
Petit-Rechain,4800,Wallonie,,A,HOUSE,HOUSE,471364,residential_sale,4,36,1,0,0,1,28,0,,161,455,2,0,
Knokke-Heist,8300,Flanders,1977,B,APARTMENT,APARTMENT,594000,residential_sale,3,35,0,1,0,1,6,0,,78,,2,0,AS_NEW
Deinze,9800,Flanders,2021,,APARTMENT,APARTMENT,325000,residential_sale,2,18,1,0,0,1,16,0,,95,,,0,AS_NEW
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,315000,residential_sale,2,,None,0,0,1,,0,,72,,,0,None
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,455000,residential_sale,3,,None,0,1,1,16,0,,105,,,0,None
Gavere,9890,Flanders,2021,A,APARTMENT,GROUND_FLOOR,255000,residential_sale,1,19,1,0,0,1,11,0,,76,,4,0,AS_NEW
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,365000,residential_sale,2,,None,0,1,0,,0,,95,,,0,None
Petit-Rechain,4800,Wallonie,,A,HOUSE,HOUSE,508244,residential_sale,5,36,1,0,0,1,28,0,,198,429,2,0,
Ottignies-Louvain-la-Neuve,1340,Wallonie,,None,APARTMENT,APARTMENT,465000,residential_sale,2,,None,0,0,1,8,1,80,130,,,0,None
Mortsel,2640,Flanders,,None,APARTMENT,APARTMENT,225000,residential_sale,2,,None,0,1,0,,0,,95,,,0,None
Ottignies-Louvain-la-Neuve,1340,Wallonie,,None,APARTMENT,APARTMENT,374000,residential_sale,2,,None,0,0,1,8,1,80,150,,,0,None
Enghien,7850,Wallonie,2000,C,HOUSE,HOUSE,1695000,residential_sale,5,65,0,0,1,1,,0,,720,3366,4,0,GOOD
Lebbeke,9280,Flanders,,None,APARTMENT,APARTMENT,247000,residential_sale,2,,None,0,1,1,,1,280,100,,,0,None
Villers-le-Bouillet,4530,Wallonie,,None,HOUSE,HOUSE,325000,residential_sale,6,,None,0,1,1,,1,,190,,,0,None
Sint-Lambrechts-Woluwe,1200,Brussels,,None,APARTMENT,APARTMENT,540000,residential_sale,3,,None,0,0,1,10,0,,120,,,0,None
Holsbeek,3220,Flanders,1953,F,HOUSE,HOUSE,375000,residential_sale,3,28,0,0,0,1,,0,,123,1500,3,0,
Evere,1140,Brussels,,None,APARTMENT,APARTMENT,329000,residential_sale,2,,None,0,0,1,5,0,,97,,,0,None
Gooik,1755,Flanders,,None,HOUSE,HOUSE,849000,residential_sale,4,,None,0,1,1,,0,,346,,,0,None
Forest,1190,Brussels,,None,APARTMENT,APARTMENT,525000,residential_sale,2,,None,0,0,1,1,1,1,131,,,0,None
Anderlecht,1070,Brussels,,None,APARTMENT,PENTHOUSE,295000,residential_sale,3,,None,0,0,1,,0,,127,,,0,None
Opwijk,1745,Flanders,,None,APARTMENT,APARTMENT,310000,residential_sale,1,,None,0,1,1,20,0,,76,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,APARTMENT,359000,residential_sale,3,,None,0,0,1,3,0,,127,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,1950,F,HOUSE,HOUSE,645000,residential_sale,2,60,1,0,0,1,35,1,100,140,282,3,0,AS_NEW
Waregem,8790,Flanders,,None,APARTMENT,APARTMENT,279000,residential_sale,2,,None,1,1,1,22,0,,93,,,0,None
Ninove,9400,Flanders,,None,APARTMENT,PENTHOUSE,199000,residential_sale,3,,None,0,1,0,,0,,90,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,PENTHOUSE,425000,residential_sale,2,,None,0,0,1,27,0,,107,,,0,None
Boutersem,3370,Flanders,,None,HOUSE,HOUSE,245000,residential_sale,3,,None,0,0,1,,0,,153,,,0,None
Tervuren,3080,Flanders,1974,C,HOUSE,HOUSE,990000,residential_sale,5,54,0,0,1,1,28,1,,295,1257,4,0,TO_BE_DONE_UP
Leuven Wilsele,3012,Flanders,,None,HOUSE,HOUSE,250000,residential_sale,4,,None,0,0,1,,0,,127,,,0,None
Etterbeek,1040,Brussels,,None,APARTMENT,APARTMENT,260000,residential_sale,1,,None,0,0,1,8,0,,73,,,0,None
Pepingen,1670,Flanders,2000,C,HOUSE,HOUSE,1695000,residential_sale,5,65,0,0,1,1,,0,,720,3366,4,0,GOOD
Antwerpen,2000,Flanders,,None,APARTMENT,APARTMENT,565000,residential_sale,2,,None,0,1,1,25,0,,158,,,0,None
Ronse,9600,Flanders,1930,C,HOUSE,HOUSE,209000,residential_sale,3,18,1,0,0,1,20,1,80,132,180,2,0,GOOD
Auderghem,1160,Brussels,1960,F,HOUSE,HOUSE,475000,residential_sale,3,26,0,0,0,1,19,1,109,125,165,2,0,GOOD
Asse,1730,Flanders,,None,APARTMENT,APARTMENT,195000,residential_sale,2,,None,0,1,1,,0,,90,,,0,None
Liège Jupillesur-Meuse,4020,Wallonie,1930,D,HOUSE,HOUSE,179000,residential_sale,3,15,0,0,0,1,100,1,35,112,135,2,0,GOOD
Merchtem,1785,Flanders,1930,B,APARTMENT,GROUND_FLOOR,239000,residential_sale,2,22,0,0,1,1,13,0,,70,,2,0,JUST_RENOVATED
Laeken,1020,Brussels,,None,APARTMENT,APARTMENT,235000,residential_sale,2,,None,0,0,1,7,0,,90,,,0,None
Grez-Doiceau,1390,Wallonie,1992,C,HOUSE,HOUSE,455000,residential_sale,3,36,0,0,1,1,,1,2600,274,3019,4,0,GOOD
Antwerp,2018,Flanders,,None,HOUSE,MANSION,2450000,residential_sale,10,,None,0,0,1,,1,242,875,,,0,None
Antwerp,2000,Flanders,,None,APARTMENT,PENTHOUSE,555000,residential_sale,1,,None,0,0,1,37,0,,102,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,FLAT_STUDIO,190000,residential_sale,0,,None,1,0,1,3,0,,34,,,0,None
Kortrijk,8500,Flanders,,None,HOUSE,HOUSE,385000,residential_sale,2,,None,0,1,1,,0,,150,,,0,None
Aalst,9300,Flanders,,None,APARTMENT,LOFT,508000,residential_sale,2,,None,0,1,0,,0,,230,,,0,None
Schaerbeek,1030,Brussels,1983,G,APARTMENT,FLAT_STUDIO,155000,residential_sale,0,16,0,1,0,1,13,0,,32,,2,0,GOOD
Zelzate,9060,Flanders,,None,HOUSE,HOUSE,374000,residential_sale,3,,None,0,0,1,,0,,,,,0,None
Wezembeek-Oppem,1970,Flanders,,None,HOUSE,HOUSE,420000,residential_sale,3,,None,0,0,1,13,0,,144,,,0,None
Uccle,1180,Brussels,2022,B,APARTMENT,APARTMENT,635000,residential_sale,2,47,1,0,0,1,8,0,,113,,,0,AS_NEW
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,525000,residential_sale,2,,None,0,0,1,8,0,,141,,,0,None
Liege,4000,Wallonie,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,0,1,5,0,,105,,,0,None
Aalst,9300,Flanders,,None,APARTMENT,LOFT,508000,residential_sale,2,,None,0,1,0,,0,,230,,,0,None
Zeebrugge,8380,Flanders,,None,APARTMENT,PENTHOUSE,395000,residential_sale,2,,None,1,0,1,40,0,,55,,,0,None
La Hulpe,1310,Wallonie,1920,C,HOUSE,HOUSE,375000,residential_sale,2,20,0,0,0,1,6,1,75,75,181,3,0,GOOD
Bruxelles,1000,Brussels,,None,APARTMENT,APARTMENT,499000,residential_sale,1,,None,0,0,1,9,0,,81,,,0,None
La Calamine,4721,Wallonie,,None,HOUSE,APARTMENT_BLOCK,335000,residential_sale,6,,None,0,0,1,,0,,275,,,0,None
Antwerp,2060,Flanders,,None,APARTMENT,APARTMENT,365000,residential_sale,2,,None,0,1,1,35,0,,70,,,0,None
Braine-l'Alleud,1420,Wallonie,,None,APARTMENT,APARTMENT,335000,residential_sale,2,,None,0,0,1,7,0,,103,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,APARTMENT,289000,residential_sale,2,,None,0,0,1,2,0,,80,,,0,None
Rouvroy,6767,Wallonie,1900,F,HOUSE,HOUSE,255000,residential_sale,3,16,0,0,0,0,,0,,200,920,4,0,TO_BE_DONE_UP
Waterloo,1410,Wallonie,,None,APARTMENT,APARTMENT,530000,residential_sale,2,,None,0,0,1,15,0,,117,,,0,None
Ronse,9600,Flanders,2002,B,HOUSE,HOUSE,299000,residential_sale,4,41,1,0,0,1,30,1,83,200,207,2,0,GOOD
