locality,postal_code,region,property_type,subtype_property,price,contruction_year,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Ganshoren,1083,Brussels,APARTMENT,APARTMENT,239000,,residential_sale,3,,None,0,0,1,,0,,79,,,0,None
Duffel,2570,Flanders,APARTMENT,APARTMENT,249000,,residential_sale,2,,None,0,1,1,,0,,91,,,0,None
Ravels,2380,Flanders,HOUSE,HOUSE,429000,,residential_sale,5,,None,0,0,1,,0,,208,,,0,None
Antwerp,2018,Flanders,HOUSE,HOUSE,1285000,,residential_sale,4,,None,0,0,1,,1,110,370,,,0,None
Evere,1140,Brussels,APARTMENT,APARTMENT,245000,,residential_sale,2,,None,0,0,1,15,0,,,,,0,None
Ronse,9600,Flanders,APARTMENT,APARTMENT,219000,,residential_sale,2,,None,0,1,1,,0,,125,,,0,None
Oupeye,4680,Wallonie,APARTMENT,APARTMENT,219000,2005,residential_sale,3,30,0,0,0,0,,1,200,111,,2,0,GOOD
Ronse,9600,Flanders,APARTMENT,APARTMENT,159000,1979,residential_sale,2,27,0,0,0,1,12,0,,84,,2,0,GOOD
Oupeye,4680,Wallonie,HOUSE,HOUSE,219000,1918,residential_sale,4,35,0,0,0,1,72,0,,185,205,3,0,GOOD
TISSELT,2830,Flanders,APARTMENT,APARTMENT,369000,,residential_sale,2,,None,0,1,1,10,0,,100,,,0,None
Dison,4820,Wallonie,APARTMENT,APARTMENT,99000,2010,residential_sale,2,34,0,0,0,1,,0,,94,,4,0,GOOD
Auderghem,1160,Brussels,APARTMENT,APARTMENT,511500,,residential_sale,2,,None,0,0,1,25,0,,102,,,0,None
Brussels City,1000,Brussels,HOUSE,HOUSE,749000,1915,residential_sale,7,32,0,0,1,1,9,1,30,250,111,2,0,TO_BE_DONE_UP
Saint-Gilles,1060,Brussels,APARTMENT,APARTMENT,730000,,residential_sale,4,,None,0,0,1,,0,,212,,,0,None
Schaerbeek,1030,Brussels,HOUSE,HOUSE,850000,,residential_sale,5,,None,0,0,1,,1,100,300,,,0,None
Ronse,9600,Flanders,HOUSE,HOUSE,175000,1919,residential_sale,4,16,0,0,0,1,20,1,100,194,200,2,0,TO_BE_DONE_UP
Ixelles,1050,Brussels,APARTMENT,APARTMENT,730000,,residential_sale,4,,None,0,0,1,,0,,212,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,580000,,residential_sale,3,,None,0,0,1,2,0,,144,,,0,None
Gent,9000,Flanders,APARTMENT,APARTMENT,370000,2019,residential_sale,2,33,0,0,0,1,10,1,,81,,,0,AS_NEW
Saint-Gilles,1060,Brussels,APARTMENT,APARTMENT,350000,,residential_sale,2,,None,0,0,0,,0,,91,,,0,None
Evere,1140,Brussels,APARTMENT,APARTMENT,299000,,residential_sale,3,,None,0,0,1,15,0,,94,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,APARTMENT,APARTMENT,250000,,residential_sale,2,,None,0,0,1,24,0,,130,,,0,None
Villers-la-Ville,1495,Wallonie,HOUSE,HOUSE,325000,,residential_sale,3,,None,0,0,1,8,0,,125,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,399000,,residential_sale,2,,None,0,0,1,44,0,,107,,,0,None
Liège,4020,Wallonie,APARTMENT,APARTMENT,395000,,residential_sale,3,,None,0,1,1,4,0,,190,,,0,None
Brussels City,1000,Brussels,APARTMENT,APARTMENT,434000,,residential_sale,3,35,0,0,1,1,10,0,,120,,,0,TO_RENOVATE
Gembloux,5030,Wallonie,HOUSE,HOUSE,275000,1900,residential_sale,4,27,0,0,1,0,,1,673,161,875,2,0,GOOD
Evere,1140,Brussels,APARTMENT,APARTMENT,365000,,residential_sale,2,,None,0,0,1,10,0,,80,,,0,None
Musson,6750,Wallonie,APARTMENT,APARTMENT,165000,,residential_sale,2,,None,0,0,0,,0,,65,,,0,None
Bruxelles,1000,Brussels,HOUSE,HOUSE,1050000,1940,residential_sale,6,32,0,0,0,1,37,1,700,334,770,3,0,TO_BE_DONE_UP
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,325000,,residential_sale,3,,None,0,0,0,,0,,126,,,0,None
Saint-Gilles,1060,Brussels,HOUSE,HOUSE,1960000,,residential_sale,8,,None,0,0,1,29,1,260,510,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,440000,,residential_sale,2,,None,0,0,1,8,0,,93,,,0,None
Herenthout,2270,Flanders,HOUSE,HOUSE,325000,,residential_sale,4,,None,0,0,1,,0,,,,,0,None
Dilbeek,1700,Flanders,APARTMENT,APARTMENT,390525,,residential_sale,2,,None,0,0,1,12,0,,104,,,0,None
Tournai,7500,Wallonie,APARTMENT,APARTMENT,299000,,residential_sale,3,,None,0,0,1,19,0,,185,,,0,None
Dilbeek,1700,Flanders,APARTMENT,APARTMENT,303520,,residential_sale,2,,None,0,0,1,13,0,,81,,,0,None
Wilrijk,2610,Flanders,APARTMENT,APARTMENT,219000,,residential_sale,2,,None,0,0,1,5,0,,89,,,0,None
Antwerp,2020,Flanders,APARTMENT,APARTMENT,219000,,residential_sale,2,,None,0,0,1,5,0,,89,,,0,None
Dilbeek,1700,Flanders,APARTMENT,APARTMENT,485000,,residential_sale,3,,None,0,0,1,30,0,,139,,,0,None
Wavre,1300,Wallonie,HOUSE,HOUSE,1150000,,residential_sale,6,,None,0,0,1,,1,7500,500,,,1,None
Tessenderlo,3980,Flanders,HOUSE,HOUSE,345000,1967,residential_sale,5,44,0,0,0,1,,0,,202,976,4,0,TO_RENOVATE
Ingelmunster,8770,Flanders,HOUSE,HOUSE,419000,,residential_sale,3,,None,0,0,0,,1,,175,,,0,None
Laakdal,2430,Flanders,HOUSE,HOUSE,299000,1973,residential_sale,3,38,0,0,0,1,,0,,167,1089,4,0,GOOD
Mol,2400,Flanders,HOUSE,HOUSE,560000,,residential_sale,4,,None,0,0,1,,0,,250,,,0,None
Mol,2400,Flanders,HOUSE,HOUSE,549000,1972,residential_sale,5,58,0,0,0,1,,0,,460,6540,4,0,
Antwerp,2050,Flanders,APARTMENT,APARTMENT,159000,,residential_sale,1,,None,0,0,1,9,0,,40,,,0,None
Wavre,1300,Wallonie,APARTMENT,APARTMENT,299000,,residential_sale,1,,None,0,0,1,19,0,,82,,,0,None
Waterloo,1410,Wallonie,APARTMENT,APARTMENT,297000,,residential_sale,1,,None,0,0,1,7,0,,58,,,0,None
Saint-Josse-ten-Noode,1210,Brussels,APARTMENT,APARTMENT,188000,,residential_sale,1,,None,1,0,0,,0,,62,,,0,None
Saint-Ghislain,7333,Wallonie,APARTMENT,APARTMENT,215000,,residential_sale,2,,None,0,0,1,4,0,,89,,,0,None
Deinze,9800,Flanders,APARTMENT,APARTMENT,415000,2024,residential_sale,2,24,1,0,0,1,29,0,,82,,2,0,AS_NEW
Deinze,9800,Flanders,APARTMENT,APARTMENT,370000,2024,residential_sale,2,24,1,0,0,1,15,0,,96,,2,0,AS_NEW
Deinze,9800,Flanders,APARTMENT,APARTMENT,325000,2024,residential_sale,2,30,1,0,0,1,16,0,,95,,2,0,AS_NEW
Deinze,9800,Flanders,APARTMENT,APARTMENT,245000,2024,residential_sale,1,24,1,0,0,1,10,0,,61,,2,0,AS_NEW
Saint-Ghislain,7333,Wallonie,APARTMENT,APARTMENT,240000,,residential_sale,2,,None,0,0,1,30,0,,97,,,0,None
Koksijde,8670,Flanders,HOUSE,HOUSE,750000,1951,residential_sale,5,17,1,1,1,1,30,1,60,170,266,3,0,AS_NEW
Gavere,9890,Flanders,HOUSE,HOUSE,352500,2021,residential_sale,3,23,1,0,0,1,12,1,35,144,191,3,0,AS_NEW
Gavere,9890,Flanders,HOUSE,HOUSE,358500,2021,residential_sale,3,23,1,0,0,1,12,1,44,152,208,3,0,AS_NEW
Rixensart,1330,Wallonie,HOUSE,HOUSE,425000,1932,residential_sale,3,32,0,0,0,1,15,1,333,173,428,3,0,TO_RENOVATE
Berchem,2600,Flanders,APARTMENT,APARTMENT,249000,,residential_sale,3,,None,0,1,1,6,0,,110,,,0,None
Anderlecht,1070,Brussels,HOUSE,HOUSE,425000,1945,residential_sale,3,30,1,0,0,0,,1,70,180,154,3,0,GOOD
Seraing,4100,Wallonie,HOUSE,HOUSE,244000,1862,residential_sale,4,25,0,0,0,1,108,1,28,125,229,2,0,GOOD
SINT-LIEVENS-HOUTEM,9520,Flanders,APARTMENT,APARTMENT,220000,,residential_sale,1,,None,0,1,1,14,1,,80,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,230000,,residential_sale,1,,None,0,0,1,2,0,,76,,,0,None
Lede,9340,Flanders,HOUSE,HOUSE,179000,1919,residential_sale,3,32,0,0,0,1,,0,,155,671,2,0,TO_RENOVATE
Deinze,9800,Flanders,HOUSE,HOUSE,409310,2022,residential_sale,3,42,1,0,0,1,12,0,,159,0,3,0,AS_NEW
Herseaux,7712,Wallonie,HOUSE,HOUSE,149000,1950,residential_sale,4,28,0,0,0,1,10,1,40,175,165,2,0,GOOD
Dendermonde,9200,Flanders,HOUSE,HOUSE,320000,,residential_sale,3,,None,0,0,1,20,1,126,155,,,0,None
Berchem,2600,Flanders,HOUSE,HOUSE,745000,,residential_sale,4,42,1,0,0,1,40,0,,210,257,2,0,GOOD
Deinze,9800,Flanders,HOUSE,HOUSE,415291,2022,residential_sale,3,42,1,0,0,1,12,0,,159,0,3,0,AS_NEW
Woluwe-Saint-Lambert,1200,Brussels,HOUSE,HOUSE,1195000,2024,residential_sale,4,32,1,0,0,1,9,1,80,336,354,3,0,AS_NEW
Gouy-lez-Piéton,6181,Wallonie,HOUSE,HOUSE,129000,1950,residential_sale,1,18,0,1,0,1,10,1,100,117,240,2,0,TO_RENOVATE
Anderlecht,1070,Brussels,APARTMENT,APARTMENT,219000,,residential_sale,2,,None,0,0,1,4,0,,90,,,0,None
Gilly,6060,Wallonie,APARTMENT,APARTMENT,189000,,residential_sale,2,,None,0,0,1,35,1,35,135,,,0,None
Antwerp,2000,Flanders,APARTMENT,APARTMENT,285000,,residential_sale,3,,None,0,0,1,4,0,,115,,,0,None
Antwerpen Hoboken,2660,Flanders,HOUSE,HOUSE,565000,,residential_sale,4,60,1,0,0,1,36,1,120,230,225,2,0,
Antwerp,2000,Flanders,APARTMENT,APARTMENT,249500,,residential_sale,1,,None,0,0,0,,0,,60,,,0,None
Herstal,4040,Wallonie,HOUSE,HOUSE,129000,,residential_sale,1,,None,0,0,0,,0,,59,,,0,None
Bierges,1301,Wallonie,HOUSE,HOUSE,1395000,1988,residential_sale,5,50,1,0,0,1,60,1,6000,443,6468,4,1,GOOD
Charleroi Gilly,6060,Wallonie,HOUSE,HOUSE,185000,,residential_sale,3,15,0,0,0,1,30,1,280,124,380,3,0,GOOD
Juprelle,4450,Wallonie,APARTMENT,APARTMENT,250000,,residential_sale,2,,None,0,0,1,14,0,,94,,,0,None
Kalmthout,2920,Flanders,HOUSE,HOUSE,575000,,residential_sale,3,,None,0,0,1,,0,,180,,,0,None
Antwerpen Berendrecht-Zandvliet-Lillo,2040,Flanders,HOUSE,HOUSE,890000,1988,residential_sale,6,40,0,0,0,1,,0,,355,3115,4,1,
Antwerp,2040,Flanders,HOUSE,HOUSE,379000,1965,residential_sale,4,30,1,0,0,1,,1,450,197,582,2,0,GOOD
Jumet,6040,Wallonie,HOUSE,HOUSE,64500,,residential_sale,1,,None,0,0,1,,0,,59,,,0,None
Herent,3020,Flanders,HOUSE,HOUSE,750000,,residential_sale,4,,None,0,0,1,,0,,448,,,0,None
Binche Péronnes-lez-Binche,7134,Wallonie,HOUSE,HOUSE,210000,,residential_sale,3,,None,0,0,1,,0,,151,,,0,None
Leuven,3010,Flanders,HOUSE,HOUSE,525000,,residential_sale,4,,None,0,0,1,,1,266,190,,,0,None
Maisières,7020,Wallonie,HOUSE,HOUSE,250000,,residential_sale,4,,None,0,0,1,9,1,379,232,,,1,None
Woluwe-Saint-Pierre,1150,Brussels,HOUSE,HOUSE,895000,1960,residential_sale,5,49,0,0,0,1,30,1,200,220,391,3,0,TO_RENOVATE
Kapellen,2950,Flanders,APARTMENT,APARTMENT,595000,1987,residential_sale,2,60,1,0,0,1,30,0,,167,,,0,
Knokke-Heist,8300,Flanders,APARTMENT,APARTMENT,1245000,,residential_sale,2,,None,1,0,1,,0,,92,,,0,None
Leuven,3012,Flanders,HOUSE,HOUSE,445000,,residential_sale,4,,None,0,0,0,,0,,157,,,0,None
Tienen,3300,Flanders,HOUSE,HOUSE,345000,,residential_sale,4,,None,0,0,1,,1,144,136,,,0,None
Wilsele,3000,Flanders,APARTMENT,APARTMENT,347500,,residential_sale,2,,None,0,1,1,13,1,64,93,,,0,None
Uccle,1180,Brussels,HOUSE,HOUSE,3500000,,residential_sale,6,,None,0,0,1,150,0,,660,,,1,None
Wilrijk,2610,Flanders,APARTMENT,APARTMENT,329000,,residential_sale,2,,None,0,1,1,,0,,99,,,0,None
Neufchateau,6840,Wallonie,HOUSE,HOUSE,399000,1979,residential_sale,4,28,1,0,0,1,,0,,215,994,4,0,
Wilsele,3000,Flanders,APARTMENT,APARTMENT,477500,,residential_sale,3,,None,0,1,1,73,0,,138,,,0,None
Leopoldsburg,3970,Flanders,APARTMENT,APARTMENT,205114,,residential_sale,2,58,1,0,0,1,11,0,,120,,2,0,AS_NEW
Wilrijk,2610,Flanders,APARTMENT,APARTMENT,325000,,residential_sale,2,,None,0,1,1,24,0,,102,,,0,None
Nijlen,2560,Flanders,HOUSE,HOUSE,369000,,residential_sale,3,,None,0,0,1,,0,,229,,,0,None
Nossegem,1930,Flanders,HOUSE,HOUSE,715000,1982,residential_sale,5,60,1,0,1,1,50,1,989,310,1200,2,0,AS_NEW
JEMEPPE,4101,Wallonie,HOUSE,HOUSE,239500,1949,residential_sale,3,28,0,0,1,0,,1,,143,493,3,0,GOOD
Watermael-Boitsfort,1170,Brussels,APARTMENT,APARTMENT,495000,,residential_sale,4,,None,0,0,1,28,0,,151,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,HOUSE,HOUSE,620000,1932,residential_sale,4,30,0,0,0,1,20,1,70,187,130,2,0,GOOD
JEMEPPE,4101,Wallonie,HOUSE,HOUSE,239500,1949,residential_sale,3,28,0,0,1,0,,1,,143,493,3,0,GOOD
Ixelles,1050,Brussels,APARTMENT,APARTMENT,380000,,residential_sale,1,,None,0,0,1,,0,,74,,,0,None
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,321000,,residential_sale,2,,None,0,0,0,,0,,92,,,0,None
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,360000,,residential_sale,2,,None,0,0,1,10,0,,99,,,0,None
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,361000,,residential_sale,2,,None,0,0,1,8,0,,92,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,295000,,residential_sale,2,,None,0,0,1,5,0,,94,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,285000,,residential_sale,2,,None,1,1,1,,0,,72,,,0,None
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,279000,,residential_sale,1,,None,0,0,1,8,0,,74,,,0,None
Beveren,9120,Flanders,HOUSE,HOUSE,235000,1957,residential_sale,3,31,0,0,0,1,15,1,115,155,228,2,0,TO_RENOVATE
Jette,1090,Brussels,APARTMENT,APARTMENT,299000,,residential_sale,2,,None,0,0,1,11,0,,80,,,0,None
Nivelles,1400,Wallonie,APARTMENT,APARTMENT,239000,,residential_sale,2,,None,0,1,1,9,0,,99,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,250000,,residential_sale,2,,None,0,0,1,17,0,,74,,,0,None
PUURS-SINT-AMANDS,2870,Flanders,APARTMENT,APARTMENT,172000,1994,residential_sale,1,43,0,0,1,0,,0,,74,,2,0,GOOD
Waregem,8792,Flanders,APARTMENT,APARTMENT,235000,,residential_sale,2,,None,0,1,1,,0,,102,,,0,None
NEDEROKKERZEEL,1910,Flanders,HOUSE,HOUSE,1290000,1991,residential_sale,5,54,0,0,1,0,,1,,325,11548,4,0,AS_NEW
Schoten,2900,Flanders,APARTMENT,APARTMENT,235000,,residential_sale,2,,None,0,1,1,2,0,,95,,,0,None
Ronse,9600,Flanders,HOUSE,HOUSE,1150000,,residential_sale,12,,None,0,1,1,,0,,750,,,0,None
Liège Wandre,4020,Wallonie,HOUSE,HOUSE,59000,1850,residential_sale,4,29,0,0,0,0,,0,,144,80,2,0,TO_RENOVATE
Wezembeek-Oppem,1970,Flanders,HOUSE,HOUSE,670000,2001,residential_sale,4,25,1,0,0,1,20,1,30,231,162,2,0,AS_NEW
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,340000,,residential_sale,2,,None,0,0,1,6,0,,105,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,120000,,residential_sale,1,,None,0,0,0,,0,,25,,,0,None
Vilvoorde,1800,Flanders,HOUSE,HOUSE,530000,1988,residential_sale,5,26,1,0,0,1,,1,380,177,612,4,0,AS_NEW
Willebroek,2830,Flanders,HOUSE,HOUSE,539000,2003,residential_sale,4,50,0,0,1,0,,1,,220,500,3,0,GOOD
SINT-AMANDSBERG,9040,Flanders,HOUSE,HOUSE,350000,1936,residential_sale,3,25,0,0,1,1,33,1,90,147,220,2,0,GOOD
Schaerbeek,1030,Brussels,HOUSE,HOUSE,895000,1900,residential_sale,5,33,1,0,0,1,1,1,50,310,124,2,0,AS_NEW
Liege,4000,Wallonie,HOUSE,HOUSE,750000,,residential_sale,5,,None,0,0,1,,0,,279,,,0,None
Ottignies-louvain-la-neuve,1348,Wallonie,HOUSE,HOUSE,475000,1993,residential_sale,3,18,0,0,0,1,32,1,195,123,253,2,0,GOOD
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,1050000,,residential_sale,3,,None,0,1,0,,0,,230,,,0,None
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,495000,,residential_sale,3,,None,0,0,1,3,0,,120,,,0,None
Pont-a-Celles,6230,Wallonie,HOUSE,HOUSE,160000,,residential_sale,2,22,0,0,0,1,18,1,110,130,250,2,0,GOOD
Cheratte,4602,Wallonie,HOUSE,HOUSE,189000,,residential_sale,3,,None,0,0,1,16,0,,104,,,0,None
Gent,9000,Flanders,HOUSE,HOUSE,350000,1936,residential_sale,3,25,0,0,1,1,33,1,90,147,220,2,0,GOOD
Uccle,1180,Brussels,APARTMENT,APARTMENT,1450000,1920,residential_sale,4,50,1,0,1,1,55,0,,225,,3,0,GOOD
Ixelles,1050,Brussels,APARTMENT,APARTMENT,1450000,1920,residential_sale,4,50,1,0,1,1,55,0,,225,,4,0,GOOD
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,530000,1995,residential_sale,2,49,1,0,0,1,13,0,,148,,2,0,AS_NEW
Tournai,7500,Wallonie,APARTMENT,APARTMENT,160000,,residential_sale,2,,None,0,0,1,15,1,106,131,,,0,None
Denderleeuw,9473,Flanders,HOUSE,HOUSE,399000,,residential_sale,3,,None,0,0,1,63,1,1200,160,,,0,None
Jodoigne,1370,Wallonie,HOUSE,HOUSE,639000,1998,residential_sale,4,31,1,0,0,1,50,1,2200,272,3370,4,1,AS_NEW
Knokke,8300,Flanders,APARTMENT,APARTMENT,795000,,residential_sale,2,,None,1,0,1,,1,,85,,,0,None
Dendermonde,9200,Flanders,APARTMENT,APARTMENT,259000,,residential_sale,1,,None,0,0,1,,0,,85,,,0,None
Lier,2500,Flanders,HOUSE,HOUSE,379000,,residential_sale,3,,None,0,0,1,,0,,,,,0,None
Lebbeke,9280,Flanders,APARTMENT,APARTMENT,205000,,residential_sale,2,,None,0,0,1,52,0,,95,,,0,None
Hemiksem,2620,Flanders,APARTMENT,APARTMENT,369000,,residential_sale,2,,None,0,0,1,,0,,143,,,0,None
Niel,2845,Flanders,HOUSE,HOUSE,289000,,residential_sale,3,,None,0,0,1,,0,,135,,,0,None
Schoten,2900,Flanders,HOUSE,HOUSE,299000,,residential_sale,3,,None,0,0,0,,0,,,,,0,None
Tessenderlo,3980,Flanders,HOUSE,HOUSE,285000,,residential_sale,2,,None,0,1,0,,1,,151,,,0,None
Saint-Nicolas,4420,Wallonie,HOUSE,HOUSE,249000,,residential_sale,3,,None,0,0,1,8,1,770,165,,,0,None
Gilly,6060,Wallonie,HOUSE,HOUSE,249999,1940,residential_sale,4,41,0,0,0,1,41,1,2200,202,2280,3,0,GOOD
Halle,1500,Flanders,HOUSE,HOUSE,369000,1925,residential_sale,4,34,1,0,0,1,,0,,125,149,2,0,GOOD
Liège,4000,Wallonie,HOUSE,HOUSE,249000,,residential_sale,3,,None,0,0,1,8,1,770,165,,,0,None
Tessenderlo,3980,Flanders,HOUSE,HOUSE,293000,,residential_sale,3,,None,0,1,0,,1,,158,,,0,None
Sint-Pieters-Leeuw,1600,Flanders,HOUSE,HOUSE,449000,2001,residential_sale,2,35,0,0,0,1,31,0,,128,649,4,0,GOOD
Quaregnon,7390,Wallonie,HOUSE,HOUSE,53000,,residential_sale,2,,None,0,0,0,,0,,109,,,0,None
Anderlecht,1070,Brussels,APARTMENT,APARTMENT,249000,1962,residential_sale,2,28,0,0,0,0,,0,,84,,3,0,TO_BE_DONE_UP
Scherpenheuvel-Zichem,3270,Flanders,HOUSE,HOUSE,430000,,residential_sale,4,,None,0,0,0,,0,,350,,,0,None
Libin,6890,Wallonie,HOUSE,HOUSE,229000,,residential_sale,3,38,0,0,0,1,30,1,163,130,163,2,0,TO_BE_DONE_UP
Neufchateau,6840,Wallonie,APARTMENT,APARTMENT,234900,,residential_sale,2,,None,0,0,1,8,0,,94,,,0,None
Geraardsbergen Schendelbeke,9506,Flanders,HOUSE,HOUSE,144000,1930,residential_sale,1,22,0,0,0,0,,0,,83,54,2,0,JUST_RENOVATED
Geraardsbergen,9500,Flanders,HOUSE,HOUSE,144000,1930,residential_sale,1,22,0,0,0,0,,0,,83,54,2,0,JUST_RENOVATED
Aubange Halanzy,6792,Wallonie,APARTMENT,APARTMENT,260000,,residential_sale,2,,None,0,0,1,5,0,,82,,,0,None
Scherpenheuvel-Zichem,3272,Flanders,HOUSE,HOUSE,599000,,residential_sale,4,,None,0,0,1,,0,,332,,,0,None
Antwerpen Berchem,2600,Flanders,APARTMENT,APARTMENT,425000,,residential_sale,3,,None,0,0,1,10,0,,130,,,0,None
Haacht,3150,Flanders,HOUSE,HOUSE,289000,,residential_sale,2,,None,0,0,1,,0,,106,,,0,None
Heist-op-den-Berg,2222,Flanders,HOUSE,HOUSE,424000,,residential_sale,4,,None,0,0,0,,1,200,190,,,0,None
Tremelo,3120,Flanders,HOUSE,HOUSE,449900,,residential_sale,5,,None,0,0,1,,0,,166,,,0,None
Herselt,2230,Flanders,HOUSE,HOUSE,292000,,residential_sale,4,,None,0,0,1,,1,213,182,,,0,None
Melle Gontrode,9090,Flanders,HOUSE,HOUSE,465000,,residential_sale,3,,None,0,0,1,,1,625,154,,,0,None
Mechelen,2800,Flanders,APARTMENT,APARTMENT,268000,1971,residential_sale,3,37,0,0,0,1,,0,,98,,2,0,GOOD
Affligem,1790,Flanders,HOUSE,HOUSE,499000,1975,residential_sale,4,45,0,0,0,1,,1,160,236,310,3,0,JUST_RENOVATED
Mechelen,2800,Flanders,APARTMENT,APARTMENT,335000,,residential_sale,2,,None,0,0,1,,0,,115,,,0,None
Ixelles,1050,Brussels,HOUSE,HOUSE,3950000,,residential_sale,5,,None,0,0,1,,0,,530,,,0,None
Herselt,2230,Flanders,HOUSE,HOUSE,304000,,residential_sale,4,,None,0,0,0,,1,423,190,,,0,None
Keerbergen,3140,Flanders,HOUSE,HOUSE,635000,,residential_sale,5,,None,0,0,1,,0,,238,,,0,None
Mouscron,7700,Wallonie,HOUSE,HOUSE,189000,,residential_sale,2,30,0,0,0,1,28,1,500,145,592,2,0,GOOD
Willebroek,2830,Flanders,HOUSE,HOUSE,295000,1968,residential_sale,2,26,0,0,0,1,,0,,90,420,3,0,GOOD
Boom,2850,Flanders,APARTMENT,APARTMENT,265000,,residential_sale,2,,None,0,0,1,12,0,,120,,,0,None
Boom,2850,Flanders,APARTMENT,APARTMENT,170000,,residential_sale,1,,None,0,0,1,6,0,,62,,,0,None
Bruxelles,1000,Brussels,HOUSE,HOUSE,3950000,,residential_sale,5,,None,0,0,1,,0,,530,,,0,None
Machelen,1831,Flanders,HOUSE,HOUSE,469000,,residential_sale,4,25,1,0,0,1,20,1,350,175,442,3,0,AS_NEW
Bruxelles,1020,Brussels,APARTMENT,APARTMENT,175000,,residential_sale,1,,None,0,0,0,,0,,65,,,0,None
Wijnegem,2110,Flanders,HOUSE,HOUSE,560000,,residential_sale,2,,None,0,0,1,,0,,154,,,0,None
Oud-Turnhout,2360,Flanders,APARTMENT,APARTMENT,330000,2019,residential_sale,2,27,1,0,0,1,29,0,,113,,3,0,
Boom,2850,Flanders,APARTMENT,APARTMENT,235000,,residential_sale,2,,None,0,0,1,14,0,,94,,,0,None
Leuven,3001,Flanders,APARTMENT,APARTMENT,265000,,residential_sale,2,,None,0,0,1,,0,,65,,,0,None
Heusy,4802,Wallonie,APARTMENT,APARTMENT,199000,,residential_sale,2,,None,0,0,1,7,0,,93,,,0,None
Fontaine-l'Eveque,6140,Wallonie,HOUSE,HOUSE,200000,,residential_sale,4,,None,0,0,0,,0,,,,,0,None
Nivelles,1400,Wallonie,HOUSE,HOUSE,275000,,residential_sale,3,19,0,0,0,1,,1,89,136,245,3,0,TO_RENOVATE
Antwerpen Berchem,2600,Flanders,APARTMENT,APARTMENT,275000,,residential_sale,1,,None,0,0,0,,0,,70,,,0,None
Marche-en-Famenne,6900,Wallonie,APARTMENT,APARTMENT,20000,2003,annuity_monthly_amount,1,27,0,0,1,0,,0,,55,,,0,GOOD
Turnhout,2300,Flanders,APARTMENT,APARTMENT,220000,,residential_sale,2,,None,0,0,1,12,0,,90,,,0,None
Wetteren,9230,Flanders,HOUSE,HOUSE,255000,,residential_sale,2,44,0,0,0,0,,1,82,140,162,2,0,TO_RENOVATE
Auderghem,1160,Brussels,HOUSE,HOUSE,549000,1939,residential_sale,5,36,0,0,0,1,18,0,,200,94,3,0,GOOD
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,275000,,residential_sale,2,,None,0,0,1,8,0,,91,,,0,None
Bruxelles,1120,Brussels,HOUSE,HOUSE,429000,1950,residential_sale,4,15,0,0,0,1,33,1,120,180,260,2,0,TO_BE_DONE_UP
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,275000,,residential_sale,2,,None,0,1,1,14,0,,95,,,0,None
Borgerhout,2140,Flanders,APARTMENT,APARTMENT,199000,1978,residential_sale,2,42,0,0,1,1,4,0,,95,,2,0,GOOD
Temse,9140,Flanders,HOUSE,HOUSE,445000,1983,residential_sale,4,32,0,0,0,1,,0,,,827,4,0,TO_BE_DONE_UP
Donceel,4357,Wallonie,HOUSE,HOUSE,425000,1881,residential_sale,4,40,0,0,0,1,120,1,850,330,1570,4,0,GOOD
Oreye,4360,Wallonie,HOUSE,HOUSE,125000,,residential_sale,3,,None,0,0,0,,0,,139,,,0,None
Halle,1500,Flanders,HOUSE,HOUSE,359000,1982,residential_sale,3,26,0,0,1,0,,0,,110,264,2,0,GOOD
Waregem,8790,Flanders,HOUSE,HOUSE,495000,,residential_sale,3,,None,0,1,1,,0,,220,,,0,None
Huy,4500,Wallonie,HOUSE,HOUSE,395000,1980,residential_sale,3,55,0,0,1,1,35,1,586,229,770,2,0,AS_NEW
