locality,postal_code,region,property_type,subtype_property,price,contruction_year,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,235000,,residential_sale,1,,None,0,0,1,12,0,,66,,,0,None
Onze-Lieve-Vrouw-Waver,2861,Flanders,APARTMENT,APARTMENT,225000,,residential_sale,1,20,0,0,1,0,,0,,62,,2,0,
Liege,4020,Wallonie,APARTMENT,APARTMENT,139500,,residential_sale,1,,None,0,0,0,,0,,70,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,APARTMENT,APARTMENT,225000,,residential_sale,2,,None,0,1,1,3,0,,72,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,218000,,residential_sale,1,,None,0,1,1,4,0,,105,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,210000,1994,residential_sale,1,34,0,0,1,0,,0,,57,,2,0,GOOD
Charleroi,6000,Wallonie,APARTMENT,APARTMENT,139000,,residential_sale,2,,None,0,0,1,,0,,89,,,0,None
Charleroi,6000,Wallonie,APARTMENT,APARTMENT,139000,,residential_sale,2,,None,0,0,1,3,0,,101,,,0,None
Liège,4020,Wallonie,APARTMENT,APARTMENT,135500,,residential_sale,1,,None,0,1,0,,0,,75,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,215000,1966,residential_sale,2,25,0,0,1,0,,1,,80,,2,0,GOOD
Charleroi,6000,Wallonie,APARTMENT,APARTMENT,139000,,residential_sale,2,,None,0,0,1,,0,,89,,,0,None
Saint-Josse-ten-Noode,1210,Brussels,APARTMENT,APARTMENT,199000,,residential_sale,3,,None,0,0,1,22,0,,82,,,0,None
Hoboken,2660,Flanders,APARTMENT,APARTMENT,135000,,residential_sale,1,,None,0,1,1,,0,,,,,0,None
Tournai,7500,Wallonie,APARTMENT,APARTMENT,135000,,residential_sale,2,,None,0,0,0,,0,,79,,,0,None
Ans,4430,Wallonie,APARTMENT,APARTMENT,190000,,residential_sale,1,,None,0,1,1,3,0,,72,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,190000,,residential_sale,1,,None,0,1,0,,0,,84,,,0,None
Jemappes,7000,Wallonie,APARTMENT,APARTMENT,129000,,residential_sale,2,,None,0,0,1,28,0,,72,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,195000,,residential_sale,1,,None,0,1,0,,0,,46,,,0,None
Trazegnies,6183,Wallonie,APARTMENT,APARTMENT,129000,,residential_sale,1,,None,0,0,0,,0,,70,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,189000,,residential_sale,1,,None,0,0,1,,0,,66,,,0,None
Liege,4000,Wallonie,APARTMENT,APARTMENT,125000,,residential_sale,1,,None,0,0,1,5,0,,78,,,0,None
Liege,4000,Wallonie,APARTMENT,APARTMENT,125000,,residential_sale,1,,None,0,0,1,25,0,,72,,,0,None
Seraing,4100,Wallonie,APARTMENT,APARTMENT,119000,,residential_sale,4,30,0,0,0,1,42,0,,134,,,0,GOOD
Gilly,6060,Wallonie,APARTMENT,APARTMENT,114900,,residential_sale,1,,None,0,1,0,,0,,55,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,180000,,residential_sale,1,,None,0,1,0,,0,,48,,,0,None
Charleroi,6000,Wallonie,APARTMENT,APARTMENT,114900,,residential_sale,2,,None,0,1,0,,0,,65,,,0,None
Kasterlee,2460,Flanders,APARTMENT,APARTMENT,180000,,residential_sale,1,,None,0,0,1,34,0,,53,,,0,None
Roeselare,8800,Flanders,APARTMENT,APARTMENT,97000,,residential_sale,1,,None,0,0,0,,0,,41,,,0,None
Antwerpen,2020,Flanders,HOUSE,HOUSE,910000,1931,residential_sale,5,25,0,0,1,1,28,1,130,310,242,2,0,AS_NEW
Mouscron,7700,Wallonie,APARTMENT,APARTMENT,89000,,residential_sale,1,,None,0,1,0,,0,,45,,,0,None
Herselt,2230,Flanders,APARTMENT,APARTMENT,323170,,residential_sale,2,,None,0,0,1,8,0,,113,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,425000,,residential_sale,2,,None,0,0,1,,0,,,,,0,None
Gent,9040,Flanders,HOUSE,HOUSE,670000,1905,residential_sale,4,35,1,0,0,0,,1,50,250,138,2,0,JUST_RENOVATED
Pittem,8740,Flanders,HOUSE,HOUSE,350000,,residential_sale,3,,None,0,0,0,,0,,260,,,0,None
Gent,9000,Flanders,APARTMENT,APARTMENT,250000,,first_session_with_reserve_price,2,,None,0,0,0,,0,,97,,,0,None
Wilrijk,2610,Flanders,HOUSE,HOUSE,349000,,residential_sale,7,,None,0,0,1,,1,147,251,,,0,None
Boom,2850,Flanders,APARTMENT,APARTMENT,232000,,residential_sale,2,,None,0,0,1,,0,,91,,,0,None
Boussu,7300,Wallonie,HOUSE,HOUSE,230000,1935,residential_sale,5,65,0,0,0,1,25,1,1350,275,1540,4,0,TO_BE_DONE_UP
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,310000,,residential_sale,2,,None,0,0,0,,0,,83,,,0,None
Willebroek,2830,Flanders,APARTMENT,APARTMENT,310000,,residential_sale,2,,None,0,1,1,20,1,,73,,,0,None
Mechelen,2800,Flanders,HOUSE,HOUSE,335000,,residential_sale,4,,None,0,1,1,,1,,185,,,0,None
Pulderbos,2242,Flanders,HOUSE,HOUSE,495000,1974,residential_sale,3,37,0,0,1,0,,1,,205,615,4,0,GOOD
LICHTAART,2460,Flanders,HOUSE,HOUSE,499000,,residential_sale,5,,None,0,1,0,,1,,244,,,0,None
Roeselare,8800,Flanders,HOUSE,HOUSE,175000,,residential_sale,2,,None,0,0,0,,0,,125,,,0,None
Gierle,2275,Flanders,HOUSE,HOUSE,329000,1960,residential_sale,3,33,0,0,1,1,,1,,170,746,4,0,TO_RENOVATE
Ledegem,8880,Flanders,HOUSE,HOUSE,210000,,residential_sale,4,,None,0,0,0,,0,,140,,,0,None
Hooglede,8830,Flanders,HOUSE,HOUSE,348000,,residential_sale,3,,None,0,0,0,,1,230,167,,,0,None
Hooglede,8830,Flanders,HOUSE,HOUSE,320250,,residential_sale,3,,None,0,0,0,,1,230,167,,,0,None
Roeselare,8800,Flanders,HOUSE,HOUSE,302500,,residential_sale,3,,None,0,0,0,,1,230,167,,,0,None
Roeselare,8800,Flanders,HOUSE,HOUSE,296500,,residential_sale,4,,None,0,0,0,,1,,,,,0,None
Hooglede,8830,Flanders,HOUSE,HOUSE,327600,,residential_sale,3,,None,0,0,0,,1,230,143,,,0,None
Hooglede,8830,Flanders,HOUSE,HOUSE,319000,,residential_sale,3,,None,0,0,0,,1,200,161,,,0,None
Hooglede,8830,Flanders,HOUSE,HOUSE,286000,,residential_sale,4,,None,0,0,0,,1,,70,,,0,None
BREENDONK,2870,Flanders,APARTMENT,APARTMENT,399000,2021,residential_sale,3,62,1,0,1,1,24,0,,157,,,0,
Wavre,1300,Wallonie,APARTMENT,APARTMENT,345000,,residential_sale,2,,None,0,0,1,15,0,,99,,,0,None
Willebroek,2830,Flanders,APARTMENT,APARTMENT,339000,2022,residential_sale,2,41,0,0,1,1,65,0,,105,,4,0,
Berchem,2600,Flanders,APARTMENT,APARTMENT,364000,,residential_sale,2,,None,0,1,0,,0,,83,,,0,None
Wavre,1300,Wallonie,APARTMENT,APARTMENT,335000,,residential_sale,2,,None,0,0,1,20,0,,108,,,0,None
Oudenaarde,9700,Flanders,APARTMENT,APARTMENT,339000,,residential_sale,3,,None,0,0,1,19,1,63,129,,,0,None
Evergem,9940,Flanders,APARTMENT,APARTMENT,324163,,residential_sale,2,,None,0,1,1,16,1,,93,,,0,None
Brussels City,1120,Brussels,APARTMENT,APARTMENT,335000,,residential_sale,2,25,1,0,0,1,6,0,,86,,,0,AS_NEW
Oudenaarde,9700,Flanders,APARTMENT,APARTMENT,319000,,residential_sale,2,,None,0,0,1,16,1,94,98,,,0,None
Léglise,6860,Wallonie,APARTMENT,APARTMENT,314900,,residential_sale,3,,None,0,0,1,19,0,,121,,,0,None
Lier,2500,Flanders,APARTMENT,APARTMENT,280000,,residential_sale,3,,None,0,1,1,8,0,,103,,,0,None
Léglise,6860,Wallonie,APARTMENT,APARTMENT,279900,,residential_sale,2,,None,0,0,1,12,0,,106,,,0,None
Le Roeulx,7070,Wallonie,APARTMENT,APARTMENT,238140,,residential_sale,2,,None,0,0,0,,0,,,,,0,None
Merchtem,1785,Flanders,APARTMENT,APARTMENT,269000,,residential_sale,1,,None,0,1,1,14,0,,80,,,0,None
Evergem,9940,Flanders,APARTMENT,APARTMENT,263668,,residential_sale,1,,None,0,1,1,13,1,,76,,,0,None
Tienen,3300,Flanders,APARTMENT,APARTMENT,230800,2023,residential_sale,1,34,1,0,0,1,4,0,,81,,,0,AS_NEW
CHAUMONT,1325,Wallonie,HOUSE,HOUSE,595000,2011,residential_sale,3,46,0,0,1,1,,1,,190,192,,0,
Halle,1500,Flanders,HOUSE,HOUSE,675000,,residential_sale,5,,None,0,1,1,74,1,74,431,,,0,None
Otegem,8553,Flanders,HOUSE,HOUSE,278250,,residential_sale,4,,None,0,1,0,,0,,167,,,0,None
Otegem,8553,Flanders,HOUSE,HOUSE,357000,,residential_sale,4,,None,0,1,0,,0,,173,,,0,None
Balen,2490,Flanders,HOUSE,HOUSE,379000,,residential_sale,4,,None,0,0,1,,0,,151,,,0,None
Hoboken,2660,Flanders,HOUSE,HOUSE,175000,,residential_sale,3,,None,0,1,0,,1,8,135,,,0,None
Doische,5680,Wallonie,HOUSE,HOUSE,209000,,residential_sale,4,28,0,0,0,1,15,1,2830,196,2830,3,0,GOOD
Liège Jupillesur-Meuse,4020,Wallonie,HOUSE,HOUSE,359000,,residential_sale,5,33,0,0,0,1,,0,,192,610,3,0,TO_BE_DONE_UP
Dilbeek Schepdaal,1703,Flanders,APARTMENT,APARTMENT,318847,,residential_sale,2,,None,0,0,1,13,0,,81,,,0,None
Kelmis Neu-Moresnet,4721,Wallonie,HOUSE,HOUSE,275000,,residential_sale,4,31,0,0,0,1,,0,,250,427,4,0,
Wolvertem,1861,Flanders,HOUSE,HOUSE,395000,,residential_sale,4,,None,0,0,0,,0,,183,,,0,None
Tielt-Winge,3390,Flanders,HOUSE,HOUSE,300000,,residential_sale,3,,None,0,0,1,,0,,,,,0,None
Mechelen,2800,Flanders,HOUSE,HOUSE,499000,,residential_sale,3,,None,0,0,0,,0,,279,,,0,None
Jumet,6040,Wallonie,HOUSE,HOUSE,149000,,residential_sale,2,29,0,0,0,0,,0,,95,60,3,0,GOOD
Zele,9240,Flanders,HOUSE,HOUSE,330000,,residential_sale,4,,None,0,0,1,,0,,,,,0,None
SAINT-GILLES,1060,Brussels,HOUSE,HOUSE,820000,,residential_sale,6,34,0,0,1,1,23,1,23,245,110,2,0,GOOD
Waasmunster,9250,Flanders,APARTMENT,APARTMENT,1186000,,residential_sale,3,,None,0,0,1,113,1,10000,241,,,0,None
Waasmunster,9250,Flanders,APARTMENT,APARTMENT,1280000,,residential_sale,3,,None,0,0,1,89,1,10000,263,,,0,None
Bree,3960,Flanders,APARTMENT,APARTMENT,160000,1989,residential_sale,2,32,0,0,0,0,,0,,84,,,0,
Aalst,9300,Flanders,HOUSE,HOUSE,289000,,residential_sale,3,20,1,0,0,1,,0,,130,110,2,0,AS_NEW
Schaerbeek,1030,Brussels,HOUSE,HOUSE,530000,,residential_sale,4,,None,0,0,1,8,0,,270,,,0,None
Herstal,4040,Wallonie,APARTMENT,APARTMENT,209000,,residential_sale,2,,None,0,0,1,4,0,,77,,,0,None
Affligem,1790,Flanders,HOUSE,HOUSE,325000,1958,residential_sale,3,31,0,0,0,1,20,1,582,240,872,2,0,TO_RENOVATE
Wépion,5100,Wallonie,HOUSE,HOUSE,590000,,residential_sale,4,64,0,0,0,1,100,1,1450,310,1620,4,1,AS_NEW
SAINT-GHISLAIN,7334,Wallonie,HOUSE,HOUSE,449000,2011,residential_sale,3,41,0,0,0,1,,0,,167,628,4,0,AS_NEW
Aalst Meldert,9310,Flanders,HOUSE,HOUSE,309000,1963,residential_sale,3,30,1,0,0,1,,0,,133,261,3,0,GOOD
Liege,4000,Wallonie,HOUSE,HOUSE,295000,,residential_sale,4,,None,0,0,1,8,1,80,160,,,0,None
Roeselare,8800,Flanders,APARTMENT,APARTMENT,150000,,residential_sale,2,,None,0,0,1,10,0,,113,,,0,None
Liege,4000,Wallonie,HOUSE,HOUSE,164000,,residential_sale,2,27,0,0,0,0,,0,,76,50,2,0,GOOD
Frameries,7080,Wallonie,HOUSE,HOUSE,110000,1960,residential_sale,5,16,0,0,0,0,,0,,133,80,2,0,GOOD
Braine-le-Chateau,1440,Wallonie,HOUSE,HOUSE,50000,,annuity_monthly_amount,3,,None,0,0,1,55,1,252,139,,,0,None
Wachtebeke,9185,Flanders,HOUSE,HOUSE,279000,,residential_sale,2,,None,0,0,1,,0,,118,,,0,None
Seraing,4100,Wallonie,HOUSE,HOUSE,108000,,residential_sale,1,11,0,0,0,0,,0,,50,30,2,0,GOOD
Retie,2470,Flanders,HOUSE,HOUSE,260000,,residential_sale,3,,None,0,0,1,,0,,145,,,0,None
Vosselaar,2350,Flanders,HOUSE,HOUSE,299000,,residential_sale,4,,None,0,0,1,,1,200,275,,,0,None
Oostende,8400,Flanders,HOUSE,HOUSE,339000,,residential_sale,3,,None,0,0,0,,0,,,,,0,None
Beerse,2340,Flanders,HOUSE,HOUSE,365000,,residential_sale,4,,None,0,0,1,20,1,600,212,,,0,None
Antwerpen,2000,Flanders,APARTMENT,APARTMENT,349000,,residential_sale,1,,None,0,0,1,8,0,,71,,,0,None
Awans Othée,4340,Wallonie,HOUSE,HOUSE,122500,,residential_sale,2,25,0,0,0,0,,0,,65,0,2,0,GOOD
Meix-devant-Virton,6769,Wallonie,HOUSE,HOUSE,150000,,residential_sale,4,,None,0,0,0,,1,,285,,,0,None
Brussels City,1000,Brussels,APARTMENT,APARTMENT,585000,,residential_sale,3,,None,0,1,1,6,0,,138,,,0,None
Namur Belgrade,5001,Wallonie,HOUSE,HOUSE,420000,1966,residential_sale,6,32,0,0,0,1,,1,2800,185,3060,4,0,TO_BE_DONE_UP
GRÂCE-HOLLOGNE,4460,Wallonie,HOUSE,HOUSE,195000,,residential_sale,3,32,0,0,1,0,,0,,120,430,,0,GOOD
Nijlen,2560,Flanders,HOUSE,HOUSE,565000,,residential_sale,3,,None,0,0,1,55,0,,226,,,0,None
Forest,1190,Brussels,APARTMENT,APARTMENT,385000,,residential_sale,2,,None,0,1,0,,0,,118,,,0,None
Anderlecht,1070,Brussels,APARTMENT,APARTMENT,225000,,residential_sale,2,,None,0,1,1,3,0,,84,,,0,None
Lint,2547,Flanders,APARTMENT,APARTMENT,199000,,residential_sale,3,30,0,0,1,0,,0,,103,,2,0,TO_RENOVATE
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,250000,,residential_sale,4,,None,0,1,1,5,0,,110,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,APARTMENT,APARTMENT,175000,,residential_sale,1,,None,0,0,0,,0,,58,,,0,None
Gent,9000,Flanders,APARTMENT,APARTMENT,285000,,residential_sale,3,,None,0,1,1,,0,,110,,,0,None
Eeklo,9900,Flanders,APARTMENT,APARTMENT,290000,,residential_sale,2,,None,0,0,1,18,1,,82,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,1090000,,residential_sale,3,,None,0,0,1,60,0,,200,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,125000,,residential_sale,1,,None,0,0,0,,0,,70,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,195000,,residential_sale,1,,None,0,1,0,,0,,58,,,0,None
Eeklo,9900,Flanders,APARTMENT,APARTMENT,315000,,residential_sale,2,,None,0,0,1,12,1,,88,,,0,None
Eeklo,9900,Flanders,APARTMENT,APARTMENT,385000,,residential_sale,2,,None,0,0,1,28,1,,97,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,325000,,residential_sale,3,,None,0,0,1,,0,,102,,,0,None
Rixensart,1330,Wallonie,HOUSE,HOUSE,585000,1938,residential_sale,6,33,0,0,1,0,,1,,230,768,3,0,GOOD
Hooglede,8830,Flanders,HOUSE,HOUSE,293500,,residential_sale,4,,None,0,0,0,,1,,138,,,0,None
Rochefort Han-sur-Lesse,5580,Wallonie,HOUSE,HOUSE,399000,1875,residential_sale,4,16,0,0,0,1,,0,,235,426,3,0,AS_NEW
Roeselare,8800,Flanders,HOUSE,HOUSE,299000,,residential_sale,3,,None,0,0,0,,1,,,,,0,None
Blankenberge,8370,Flanders,HOUSE,HOUSE,255000,,residential_sale,5,,None,0,0,0,,0,,166,,,0,None
BalÃtre,5190,Wallonie,HOUSE,HOUSE,260000,,residential_sale,3,,None,0,0,1,53,1,1638,129,,,0,None
De Panne,8660,Flanders,APARTMENT,APARTMENT,249000,,residential_sale,2,,None,0,0,1,,0,,85,,,0,None
Roeselare,8800,Flanders,HOUSE,HOUSE,293500,,residential_sale,4,,None,0,0,0,,1,,,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,209000,,residential_sale,3,,None,0,0,1,,0,,,,,0,None
Izegem,8870,Flanders,HOUSE,HOUSE,320000,,residential_sale,3,,None,0,0,0,,0,,160,,,0,None
Balen,2490,Flanders,APARTMENT,APARTMENT,549000,,residential_sale,10,,None,0,0,1,,0,,,,,0,None
De Haan,8420,Flanders,APARTMENT,APARTMENT,85000,,residential_sale,1,,None,1,0,0,,0,,38,,,0,None
Izegem,8870,Flanders,HOUSE,HOUSE,305000,,residential_sale,3,,None,0,0,0,,1,100,160,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,279000,,residential_sale,2,,None,0,0,0,,0,,78,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,315000,,residential_sale,2,,None,0,0,0,,0,,72,,,0,None
Middelkerke,8430,Flanders,APARTMENT,APARTMENT,239000,,residential_sale,3,,None,0,0,0,,0,,105,,,0,None
Geel,2440,Flanders,HOUSE,HOUSE,379000,,residential_sale,3,,None,0,1,0,,1,,179,,,0,None
Halle,1500,Flanders,HOUSE,HOUSE,269000,,residential_sale,2,,None,0,0,1,,0,,116,,,0,None
Assenede,9960,Flanders,HOUSE,HOUSE,250000,,residential_sale,2,,None,0,0,0,,1,5000,150,,,0,None
Geel,2440,Flanders,APARTMENT,APARTMENT,325000,,residential_sale,2,,None,0,1,0,,0,,93,,,0,None
Oud-Turnhout,2360,Flanders,HOUSE,HOUSE,298000,1961,residential_sale,3,32,0,0,1,0,,1,,160,513,4,0,TO_BE_DONE_UP
VRASENE,9120,Flanders,HOUSE,HOUSE,945000,,residential_sale,4,,None,0,1,1,,1,715,461,,,1,None
Heule,8501,Flanders,HOUSE,HOUSE,175000,,residential_sale,2,,None,0,0,0,,0,,116,,,0,None
Hasselt,3500,Flanders,HOUSE,HOUSE,285000,,residential_sale,2,,None,0,0,1,,0,,145,,,0,None
Herenthout,2270,Flanders,APARTMENT,APARTMENT,334960,2022,residential_sale,2,18,0,0,1,1,35,1,51,116,,4,0,
Waregem,8790,Flanders,HOUSE,HOUSE,269500,,residential_sale,3,36,1,0,0,1,,1,,105,497,4,0,GOOD
Hasselt,3511,Flanders,HOUSE,HOUSE,269000,,residential_sale,5,,None,0,0,1,,0,,223,,,0,None
Knokke centrum,8300,Flanders,APARTMENT,APARTMENT,549000,,residential_sale,2,,None,0,0,1,6,0,,90,,,0,None
Deurne,2100,Flanders,HOUSE,HOUSE,255000,,residential_sale,2,,None,0,1,0,,0,,140,,,0,None
Herenthout,2270,Flanders,APARTMENT,APARTMENT,348740,2022,residential_sale,3,33,0,0,1,1,32,1,69,153,,4,0,
Boechout,2530,Flanders,HOUSE,HOUSE,349000,1915,residential_sale,5,28,0,0,0,1,13,1,118,161,225,3,0,JUST_RENOVATED
Merksem (Antwerpen),2170,Flanders,HOUSE,HOUSE,375000,,residential_sale,3,,None,0,0,1,,0,,104,,,0,None
Lommel,3920,Flanders,HOUSE,HOUSE,265000,1950,residential_sale,3,35,0,0,1,1,45,1,650,174,980,4,0,TO_BE_DONE_UP
Kortrijk,8500,Flanders,APARTMENT,APARTMENT,179000,,residential_sale,2,,None,0,0,1,,0,,175,,,0,None
Lommel,3920,Flanders,HOUSE,HOUSE,305000,1992,residential_sale,2,32,0,0,1,0,,1,,205,522,4,0,
Saint-Josse-ten-Noode,1210,Brussels,APARTMENT,APARTMENT,295000,,residential_sale,2,25,0,0,0,0,,0,,105,,2,0,AS_NEW
Hasselt,3500,Flanders,APARTMENT,APARTMENT,182500,,residential_sale,1,,None,0,0,1,,0,,,,,0,None
Kortrijk,8500,Flanders,APARTMENT,APARTMENT,269000,,residential_sale,3,,None,0,0,0,,0,,130,,,0,None
Saint-Josse-ten-Noode,1210,Brussels,APARTMENT,APARTMENT,245000,,residential_sale,2,,None,0,0,1,2,0,,105,,,0,None
BURCHT,2070,Flanders,HOUSE,HOUSE,375000,,residential_sale,4,,None,0,1,0,,1,,171,,,0,None
Ganshoren,1083,Brussels,APARTMENT,APARTMENT,218000,,residential_sale,1,,None,0,1,1,28,0,,,,,0,None
Hasselt,3500,Flanders,APARTMENT,APARTMENT,200000,,residential_sale,1,,None,0,0,1,,0,,63,,,0,None
Stembert,4801,Wallonie,HOUSE,HOUSE,168000,,residential_sale,3,,None,0,1,1,12,1,20,100,,,0,None
REET,2840,Flanders,HOUSE,HOUSE,135000,,residential_sale,2,,None,0,1,0,,0,,135,,,0,None
Knokke,8300,Flanders,APARTMENT,APARTMENT,795000,,residential_sale,2,,None,0,0,1,,0,,88,,,0,None
Hooglede,8830,Flanders,HOUSE,HOUSE,199000,,residential_sale,4,,None,0,0,0,,0,,253,,,0,None
Knokke-Heist,8300,Flanders,APARTMENT,APARTMENT,275000,,residential_sale,3,,None,0,0,0,,0,,115,,,0,None
Boom,2850,Flanders,HOUSE,HOUSE,279000,,residential_sale,2,,None,0,0,1,22,1,,153,,,0,None
Beveren leie,8791,Flanders,HOUSE,HOUSE,219500,,residential_sale,2,,None,0,0,0,,0,,,,,0,None
NIMY,7020,Wallonie,HOUSE,HOUSE,145000,,residential_sale,4,30,0,0,1,0,,0,,145,240,2,0,TO_RENOVATE
Schoten,2900,Flanders,HOUSE,HOUSE,297000,,residential_sale,2,32,0,0,1,1,16,1,50,105,145,2,0,TO_BE_DONE_UP
Langemark-Poelkapelle,8920,Flanders,HOUSE,HOUSE,275000,,residential_sale,3,,None,0,1,0,,0,,152,,,0,None
Frameries,7080,Wallonie,APARTMENT,APARTMENT,135000,,residential_sale,2,,None,0,0,0,,0,,95,,,0,None
Knokke-Heist,8300,Flanders,HOUSE,HOUSE,635000,,residential_sale,3,,None,0,0,1,,1,,,,,0,None
Knokke-Heist,8300,Flanders,HOUSE,HOUSE,2995000,,residential_sale,4,,None,0,1,1,,0,,227,,,1,None
Zaventem Sint-Stevens-Woluwe,1932,Flanders,HOUSE,HOUSE,420000,1967,residential_sale,3,20,0,0,0,1,19,1,475,112,560,2,0,TO_BE_DONE_UP
Melle,9090,Flanders,APARTMENT,APARTMENT,385000,2018,residential_sale,2,23,0,0,0,1,24,1,142,88,,3,0,
Sint-Pieters-Leeuw,1600,Flanders,HOUSE,HOUSE,485000,,residential_sale,3,,None,0,0,1,1,1,1,182,,,0,None
Knokke-Heist,8300,Flanders,HOUSE,HOUSE,3890000,,residential_sale,4,,None,0,1,1,,0,,300,,,1,None
Brugge,8000,Flanders,HOUSE,HOUSE,269000,,residential_sale,3,,None,0,0,1,,0,,120,,,0,None
Lichtervelde,8810,Flanders,HOUSE,HOUSE,399000,,residential_sale,4,,None,0,0,1,,0,,,,,0,None
Drongen,9031,Flanders,HOUSE,HOUSE,1075000,,residential_sale,3,,None,0,0,0,,0,,224,,,0,None
Oostende,8400,Flanders,HOUSE,HOUSE,199000,,residential_sale,3,,None,0,0,0,,0,,,,,0,None
Landen,3400,Flanders,HOUSE,HOUSE,195000,,residential_sale,3,,None,0,0,1,,0,,,,,0,None
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,3324000,,residential_sale,3,,None,0,0,1,161,0,,308,,,0,None
Mouscron,7700,Wallonie,HOUSE,HOUSE,115000,,residential_sale,3,25,0,0,1,0,,1,90,140,170,2,0,TO_RENOVATE
Kallo,9120,Flanders,HOUSE,HOUSE,469000,,residential_sale,4,,None,0,0,0,,1,,207,,,0,None
Le Roeulx,7070,Wallonie,HOUSE,HOUSE,463280,,residential_sale,4,,None,0,0,0,,0,,182,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,265000,,residential_sale,1,,None,0,0,1,10,0,,,,,0,None
Kallo,9120,Flanders,HOUSE,HOUSE,485000,,residential_sale,4,,None,0,0,0,,1,,224,,,0,None
Izegem,8870,Flanders,HOUSE,HOUSE,278000,,residential_sale,3,,None,0,0,1,20,1,130,132,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,HOUSE,HOUSE,1100000,2009,residential_sale,5,55,1,0,0,1,29,1,180,225,268,2,0,AS_NEW
Nivelles,1400,Wallonie,HOUSE,HOUSE,895000,1800,residential_sale,3,47,1,0,0,1,30,1,300,230,3275,4,0,AS_NEW
Merksem (Antwerpen),2170,Flanders,APARTMENT,APARTMENT,180000,,residential_sale,2,,None,0,0,1,3,0,,88,,,0,None
Kraainem,1950,Flanders,HOUSE,HOUSE,890000,1959,residential_sale,4,40,0,0,0,1,11,1,460,260,655,4,0,TO_RENOVATE
Zottegem,9620,Flanders,HOUSE,HOUSE,249000,,residential_sale,3,,None,0,0,0,,0,,106,,,0,None
Rixensart,1330,Wallonie,HOUSE,HOUSE,495000,1947,residential_sale,4,40,0,0,1,1,40,1,800,240,1228,4,0,TO_RENOVATE
Dikkelvenne,9890,Flanders,HOUSE,HOUSE,159000,,residential_sale,2,,None,0,0,0,,0,,71,,,0,None
Etterbeek,1040,Brussels,HOUSE,HOUSE,890000,1908,residential_sale,5,38,1,0,0,1,40,1,160,252,270,2,0,JUST_RENOVATED
Gent,9000,Flanders,HOUSE,HOUSE,885000,,residential_sale,7,35,0,0,1,0,,1,195,412,474,2,0,TO_BE_DONE_UP
Glabbeek,3380,Flanders,HOUSE,HOUSE,178000,,residential_sale,4,,None,0,0,1,17,0,,90,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,460000,,residential_sale,3,,None,0,1,1,5,0,,127,,,0,None
BRUXELLES,1000,Brussels,APARTMENT,APARTMENT,460000,,residential_sale,3,,None,0,1,1,5,0,,127,,,0,None
Diepenbeek,3590,Flanders,APARTMENT,APARTMENT,325000,,residential_sale,4,,None,0,0,1,23,0,,200,,,0,None
Arlon,6700,Wallonie,HOUSE,HOUSE,875000,,residential_sale,4,,None,0,1,0,,1,,296,,,0,None
Eeklo,9900,Flanders,APARTMENT,APARTMENT,290000,,residential_sale,2,,None,0,0,1,18,1,,82,,,0,None
GIJZENZELE,9860,Flanders,HOUSE,HOUSE,850000,,residential_sale,12,,None,0,1,0,,0,,650,,,0,None
RIVIÈRE,5170,Wallonie,APARTMENT,APARTMENT,400000,2017,residential_sale,2,38,0,0,1,1,21,0,,101,,2,0,GOOD
Eeklo,9900,Flanders,APARTMENT,APARTMENT,315000,,residential_sale,2,,None,0,0,1,12,1,,88,,,0,None
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,350000,,residential_sale,2,,None,0,0,0,,0,,95,,,0,None
Eeklo,9900,Flanders,APARTMENT,APARTMENT,385000,,residential_sale,3,,None,0,0,1,28,1,,97,,,0,None
